From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (cellular component)	Gene Ontology (biological process)	Gene Ontology IDs	Gene Ontology (molecular function)	Gene Ontology (GO)	Gene Names (primary)
CAH3159903.1	A0AAU9XV88	unreviewed	A0AAU9XV88_9CNID	Mitochondrial dicarboxylate carrier	PMEA_00032169	Pocillopora meandrina	300	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]	
CAH3148421.1	A0AAU9XKA3	unreviewed	A0AAU9XKA3_9CNID	DED domain-containing protein	PMEA_00023869	Pocillopora meandrina	860		apoptotic process [GO:0006915]; regulation of apoptotic process [GO:0042981]	GO:0003677; GO:0006915; GO:0042981	DNA binding [GO:0003677]	DNA binding [GO:0003677]; apoptotic process [GO:0006915]; regulation of apoptotic process [GO:0042981]	
RMX58048.1	A0A3M6UXK1	unreviewed	A0A3M6UXK1_POCDA	MYND-type domain-containing protein	pdam_00013404	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	424	nucleus [GO:0005634]		GO:0000981; GO:0005634; GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]	nucleus [GO:0005634]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]	
RMX38477.1	A0A3M6TAQ9	unreviewed	A0A3M6TAQ9_POCDA	Uncharacterized protein	pdam_00016786	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	294						
RMX58183.1	A0A3M6UWU1	unreviewed	A0A3M6UWU1_POCDA	Uncharacterized protein	pdam_00000050	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	115						
CAH3146916.1	A0AAU9XIH3	unreviewed	A0AAU9XIH3_9CNID	Uncharacterized protein	PMEA_00023168	Pocillopora meandrina	173						
CAH3133377.1	A0AAU9X192	unreviewed	A0AAU9X192_9CNID	Uncharacterized protein	PMEA_00015041	Pocillopora meandrina	103						
RMX38027.1	A0A3M6T9F7	unreviewed	A0A3M6T9F7_POCDA	chitin synthase (EC 2.4.1.16)	pdam_00012315	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	1258	cell periphery [GO:0071944]; membrane [GO:0016020]	chitin biosynthetic process [GO:0006031]	GO:0004100; GO:0006031; GO:0016020; GO:0071944	chitin synthase activity [GO:0004100]	cell periphery [GO:0071944]; membrane [GO:0016020]; chitin synthase activity [GO:0004100]; chitin biosynthetic process [GO:0006031]	
RMX44726.1	A0A3M6TTN8	unreviewed	A0A3M6TTN8_POCDA	Uncharacterized protein	pdam_00019152	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	121						
CAH3108401.1	A0AAU9WC21	unreviewed	A0AAU9WC21_9CNID	Trafficking protein particle complex subunit 11 domain-containing protein	PMEA_00002534	Pocillopora meandrina	659						
RMX51622.1	A0A3M6UD89	unreviewed	A0A3M6UD89_POCDA	Uncharacterized protein	pdam_00025428	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	152						
KAK2552180.1	A0AAD9PZX1	unreviewed	A0AAD9PZX1_ACRCE	C2H2-type domain-containing protein	P5673_026693	Acropora cervicornis (Staghorn coral)	765						
RMX55389.1	A0A3M6UP58	unreviewed	A0A3M6UP58_POCDA	Protein kinase domain-containing protein	pdam_00010152	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	193			GO:0005524	ATP binding [GO:0005524]	ATP binding [GO:0005524]	
PFX33084.1	A0A2B4SQY0	unreviewed	A0A2B4SQY0_STYPI	Uncharacterized protein K02A2.6	K02A2.6 AWC38_SpisGene2139	Stylophora pistillata (Smooth cauliflower coral)	430		DNA integration [GO:0015074]	GO:0003676; GO:0015074	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	K02A2.6
CAH3156401.1	A0AAU9XR41	unreviewed	A0AAU9XR41_9CNID	Myosin tail domain-containing protein	PMEA_00029565	Pocillopora meandrina	223						
RMX36960.1	A0A3M6T6F1	unreviewed	A0A3M6T6F1_POCDA	Lysine-specific metallo-endopeptidase domain-containing protein	pdam_00000937	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	743		proteolysis [GO:0006508]	GO:0004222; GO:0006508	metalloendopeptidase activity [GO:0004222]	metalloendopeptidase activity [GO:0004222]; proteolysis [GO:0006508]	
CAH3041013.1	A0AAU9VY74	unreviewed	A0AAU9VY74_9CNID	Ankyrin repeat domain-containing protein SOWAHC	PMEA_00028522	Pocillopora meandrina	471						
CAH3031969.1	A0AAU9VP39	unreviewed	A0AAU9VP39_9CNID	G-protein coupled receptors family 1 profile domain-containing protein	PMEA_00000815	Pocillopora meandrina	313	plasma membrane [GO:0005886]		GO:0004930; GO:0005886	G protein-coupled receptor activity [GO:0004930]	plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]	
RMX56063.1	A0A3M6UQR9	unreviewed	A0A3M6UQR9_POCDA	Uncharacterized protein	pdam_00020392	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	1030	Set1C/COMPASS complex [GO:0048188]		GO:0016779; GO:0048188	nucleotidyltransferase activity [GO:0016779]	Set1C/COMPASS complex [GO:0048188]; nucleotidyltransferase activity [GO:0016779]	
CAH3114098.1	A0AAU9WGH4	unreviewed	A0AAU9WGH4_9CNID	Uncharacterized protein	PMEA_00006058	Pocillopora meandrina	239						
CAH3032012.1	A0AAU9VLI9	unreviewed	A0AAU9VLI9_9CNID	Zinc finger protein	PMEA_00000869	Pocillopora meandrina	170						
CAH3168016.1	A0AAU9Y6U0	unreviewed	A0AAU9Y6U0_9CNID	Zinc finger PHD-type domain-containing protein	PMEA_00007959	Pocillopora meandrina	322		DNA repair [GO:0006281]	GO:0006281; GO:0008270	zinc ion binding [GO:0008270]	zinc ion binding [GO:0008270]; DNA repair [GO:0006281]	
PFX15418.1	A0A2B4RGB4	unreviewed	A0A2B4RGB4_STYPI	Uncharacterized protein	AWC38_SpisGene20363	Stylophora pistillata (Smooth cauliflower coral)	374						
CAH3149034.1	A0AAU9XJ11	unreviewed	A0AAU9XJ11_9CNID	Cadherin domain-containing protein	PMEA_00024260	Pocillopora meandrina	916	plasma membrane [GO:0005886]	homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]	GO:0005509; GO:0005886; GO:0007156	calcium ion binding [GO:0005509]	plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]	
CAB4036913.1	A0A6S7LFX8	unreviewed	A0A6S7LFX8_PARCT	Uncharacterized protein	PACLA_8A009807	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	489						
RMX60451.1	A0A3M6V3F6	unreviewed	A0A3M6V3F6_POCDA	Multiple inositol polyphosphate phosphatase 1 (EC 3.1.3.62) (EC 3.1.3.80) (2,3-bisphosphoglycerate 3-phosphatase)	pdam_00020200	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	418	plasma membrane [GO:0005886]		GO:0003993; GO:0004446; GO:0005886; GO:0034417	acid phosphatase activity [GO:0003993]; bisphosphoglycerate 3-phosphatase activity [GO:0034417]; inositol-hexakisphosphate phosphatase activity [GO:0004446]	plasma membrane [GO:0005886]; acid phosphatase activity [GO:0003993]; bisphosphoglycerate 3-phosphatase activity [GO:0034417]; inositol-hexakisphosphate phosphatase activity [GO:0004446]	
PFX32913.1	A0A2B4SUZ7	unreviewed	A0A2B4SUZ7_STYPI	Uncharacterized protein	AWC38_SpisGene2196	Stylophora pistillata (Smooth cauliflower coral)	84						
CAH3046321.1	A0AAU9W511	unreviewed	A0AAU9W511_9CNID	Aldehyde dehydrogenase domain-containing protein	PMEA_00033197	Pocillopora meandrina	527			GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]	
CAH3046324.1	A0AAU9W5E2	unreviewed	A0AAU9W5E2_9CNID	Uncharacterized protein	PMEA_00033199	Pocillopora meandrina	284	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]	
CAH3134323.1	A0AAU9X2S2	unreviewed	A0AAU9X2S2_9CNID	[histone H3]-lysine(36) N-trimethyltransferase (EC 2.1.1.359)	PMEA_00015822	Pocillopora meandrina	1234	chromosome [GO:0005694]; nucleus [GO:0005634]	methylation [GO:0032259]; regulation of DNA-templated transcription [GO:0006355]	GO:0005634; GO:0005694; GO:0006355; GO:0032259; GO:0046975	histone H3K36 methyltransferase activity [GO:0046975]	chromosome [GO:0005694]; nucleus [GO:0005634]; histone H3K36 methyltransferase activity [GO:0046975]; methylation [GO:0032259]; regulation of DNA-templated transcription [GO:0006355]	
CAH3162747.1	A0AAU9Y0B6	unreviewed	A0AAU9Y0B6_9CNID	TLDc domain-containing protein	PMEA_00034351	Pocillopora meandrina	378			GO:0005509	calcium ion binding [GO:0005509]	calcium ion binding [GO:0005509]	
CAH3110779.1	A0AAU9WB52	unreviewed	A0AAU9WB52_9CNID	Helicase ATP-binding domain-containing protein	PMEA_00003818	Pocillopora meandrina	1420	nucleus [GO:0005634]	double-strand break repair involved in meiotic recombination [GO:1990918]; nucleotide-excision repair [GO:0006289]	GO:0003677; GO:0003678; GO:0005524; GO:0005634; GO:0006289; GO:0016818; GO:0016853; GO:0046872; GO:0051536; GO:1990918	ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides [GO:0016818]; iron-sulfur cluster binding [GO:0051536]; isomerase activity [GO:0016853]; metal ion binding [GO:0046872]	nucleus [GO:0005634]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides [GO:0016818]; iron-sulfur cluster binding [GO:0051536]; isomerase activity [GO:0016853]; metal ion binding [GO:0046872]; double-strand break repair involved in meiotic recombination [GO:1990918]; nucleotide-excision repair [GO:0006289]	
RMX46470.1	A0A3M6TYK1	unreviewed	A0A3M6TYK1_POCDA	Uncharacterized protein	pdam_00017816	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	289						
CAH3156430.1	A0AAU9XSG7	unreviewed	A0AAU9XSG7_9CNID	Major facilitator superfamily domain-containing protein 12	PMEA_00029603	Pocillopora meandrina	896	plasma membrane [GO:0005886]	carbohydrate transport [GO:0008643]	GO:0005886; GO:0008643; GO:0015293	symporter activity [GO:0015293]	plasma membrane [GO:0005886]; symporter activity [GO:0015293]; carbohydrate transport [GO:0008643]	
CAH3146872.1	A0AAU9XG62	unreviewed	A0AAU9XG62_9CNID	DDE Tnp4 domain-containing protein	PMEA_00023134	Pocillopora meandrina	174	membrane [GO:0016020]		GO:0016020; GO:0046872	metal ion binding [GO:0046872]	membrane [GO:0016020]; metal ion binding [GO:0046872]	
CAH3104612.1	A0AAU9WAD1	unreviewed	A0AAU9WAD1_9CNID	cGMP-dependent protein kinase (EC 2.7.11.12)	PMEA_00034809	Pocillopora meandrina	925			GO:0004692; GO:0005524; GO:0030553	ATP binding [GO:0005524]; cGMP binding [GO:0030553]; cGMP-dependent protein kinase activity [GO:0004692]	ATP binding [GO:0005524]; cGMP binding [GO:0030553]; cGMP-dependent protein kinase activity [GO:0004692]	
CAH3032212.1	A0AAU9VLY3	unreviewed	A0AAU9VLY3_9CNID	Uncharacterized protein	PMEA_00001053	Pocillopora meandrina	321						
CAH3042576.1	A0AAU9W1M5	unreviewed	A0AAU9W1M5_9CNID	Uncharacterized protein	PMEA_00028887	Pocillopora meandrina	287						
CAH3133457.1	A0AAU9X2M6	unreviewed	A0AAU9X2M6_9CNID	Uncharacterized protein	PMEA_00015090	Pocillopora meandrina	315						
CAH3037516.1	A0AAU9VUM4	unreviewed	A0AAU9VUM4_9CNID	Apple domain-containing protein	PMEA_00022134	Pocillopora meandrina	339						
CAH3128284.1	A0AAU9WXK1	unreviewed	A0AAU9WXK1_9CNID	Uncharacterized protein	PMEA_00013403	Pocillopora meandrina	242						
RMX37098.1	A0A3M6T716	unreviewed	A0A3M6T716_POCDA	G-protein coupled receptors family 1 profile domain-containing protein	pdam_00016587	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	388	plasma membrane [GO:0005886]	adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; positive regulation of MAPK cascade [GO:0043410]	GO:0004930; GO:0005886; GO:0043410; GO:0071880	G protein-coupled receptor activity [GO:0004930]	plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; positive regulation of MAPK cascade [GO:0043410]	
CAH3150831.1	A0AAU9XL72	unreviewed	A0AAU9XL72_9CNID	P/Homo B domain-containing protein	PMEA_00024965	Pocillopora meandrina	599	Golgi membrane [GO:0000139]; trans-Golgi network [GO:0005802]	protein processing [GO:0016485]	GO:0000139; GO:0004252; GO:0005802; GO:0016485	serine-type endopeptidase activity [GO:0004252]	Golgi membrane [GO:0000139]; trans-Golgi network [GO:0005802]; serine-type endopeptidase activity [GO:0004252]; protein processing [GO:0016485]	
CAH3118586.1	A0AAU9WM43	unreviewed	A0AAU9WM43_9CNID	Uncharacterized protein	PMEA_00007397	Pocillopora meandrina	297						
KAJ7393593.1	A0A9X0A5R7	unreviewed	A0A9X0A5R7_9CNID	Uncharacterized protein	OS493_006578	Desmophyllum pertusum	131	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]	
RMX48574.1	A0A3M6U4V7	unreviewed	A0A3M6U4V7_POCDA	Ig-like domain-containing protein	pdam_00019590	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	260						
CAH3153246.1	A0AAU9XMR6	unreviewed	A0AAU9XMR6_9CNID	Ig-like domain-containing protein	PMEA_00027168	Pocillopora meandrina	295						
CAH3039606.1	A0AAU9VYU7	unreviewed	A0AAU9VYU7_9CNID	Sushi domain-containing protein	PMEA_00026228	Pocillopora meandrina	307						
CAH3136607.1	A0AAU9X567	unreviewed	A0AAU9X567_9CNID	Uncharacterized protein	PMEA_00017838	Pocillopora meandrina	241						
CAH3103162.1	A0AAU9W615	unreviewed	A0AAU9W615_9CNID	Protein N-terminal glutamine amidohydrolase (EC 3.5.1.122) (Protein NH2-terminal glutamine deamidase)	PMEA_00035150	Pocillopora meandrina	203	cytosol [GO:0005829]; nucleus [GO:0005634]		GO:0005634; GO:0005829; GO:0008418; GO:0070773	protein-N-terminal asparagine amidohydrolase activity [GO:0008418]; protein-N-terminal glutamine amidohydrolase activity [GO:0070773]	cytosol [GO:0005829]; nucleus [GO:0005634]; protein-N-terminal asparagine amidohydrolase activity [GO:0008418]; protein-N-terminal glutamine amidohydrolase activity [GO:0070773]	
CAH3161986.1	A0AAU9XYZ3	unreviewed	A0AAU9XYZ3_9CNID	Uncharacterized protein	PMEA_00034007	Pocillopora meandrina	68	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]	
CAH3142798.1	A0AAU9XDF4	unreviewed	A0AAU9XDF4_9CNID	Uncharacterized protein	PMEA_00020247	Pocillopora meandrina	76						
RMX47786.1	A0A3M6U2H1	unreviewed	A0A3M6U2H1_POCDA	Uncharacterized protein	pdam_00024359	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	155						
CAH3150206.1	A0AAU9XLJ7	unreviewed	A0AAU9XLJ7_9CNID	THAP-type domain-containing protein	PMEA_00024653	Pocillopora meandrina	376			GO:0003677; GO:0008270	DNA binding [GO:0003677]; zinc ion binding [GO:0008270]	DNA binding [GO:0003677]; zinc ion binding [GO:0008270]	
CAH3120982.1	A0AAU9WP64	unreviewed	A0AAU9WP64_9CNID	rRNA adenine N(6)-methyltransferase (EC 2.1.1.-)	PMEA_00008978	Pocillopora meandrina	343	mitochondrial matrix [GO:0005759]	transcription initiation at mitochondrial promoter [GO:0006391]	GO:0000179; GO:0003723; GO:0005759; GO:0006391; GO:0034246	mitochondrial transcription factor activity [GO:0034246]; RNA binding [GO:0003723]; rRNA (adenine-N6,N6-)-dimethyltransferase activity [GO:0000179]	mitochondrial matrix [GO:0005759]; mitochondrial transcription factor activity [GO:0034246]; RNA binding [GO:0003723]; rRNA (adenine-N6,N6-)-dimethyltransferase activity [GO:0000179]; transcription initiation at mitochondrial promoter [GO:0006391]	
CAH3114243.1	A0AAU9WED8	unreviewed	A0AAU9WED8_9CNID	AAA+ ATPase domain-containing protein	PMEA_00006134	Pocillopora meandrina	4046	cilium [GO:0005929]; cytoplasm [GO:0005737]; dynein complex [GO:0030286]; microtubule [GO:0005874]	microtubule-based movement [GO:0007018]	GO:0005524; GO:0005737; GO:0005874; GO:0005929; GO:0007018; GO:0008569; GO:0016887; GO:0030286; GO:0045505; GO:0051959	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; dynein intermediate chain binding [GO:0045505]; dynein light intermediate chain binding [GO:0051959]; minus-end-directed microtubule motor activity [GO:0008569]	cilium [GO:0005929]; cytoplasm [GO:0005737]; dynein complex [GO:0030286]; microtubule [GO:0005874]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; dynein intermediate chain binding [GO:0045505]; dynein light intermediate chain binding [GO:0051959]; minus-end-directed microtubule motor activity [GO:0008569]; microtubule-based movement [GO:0007018]	
CAH3150327.1	A0AAU9XKA5	unreviewed	A0AAU9XKA5_9CNID	Eukaryotic translation initiation factor 3 subunit F (eIF3f) (Eukaryotic translation initiation factor 3 subunit 5)	PMEA_00003557 PMEA_00024725	Pocillopora meandrina	278	eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex, eIF3m [GO:0071541]	formation of cytoplasmic translation initiation complex [GO:0001732]	GO:0001732; GO:0003743; GO:0008237; GO:0016282; GO:0031369; GO:0033290; GO:0071541	metallopeptidase activity [GO:0008237]; translation initiation factor activity [GO:0003743]; translation initiation factor binding [GO:0031369]	eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex, eIF3m [GO:0071541]; metallopeptidase activity [GO:0008237]; translation initiation factor activity [GO:0003743]; translation initiation factor binding [GO:0031369]; formation of cytoplasmic translation initiation complex [GO:0001732]	
CAH3134086.1	A0AAU9X2H8	unreviewed	A0AAU9X2H8_9CNID	Fibronectin type-III domain-containing protein	PMEA_00015701	Pocillopora meandrina	590	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]	
CAH3035573.1	A0AAU9VP45	unreviewed	A0AAU9VP45_9CNID	Fibrinogen C-terminal domain-containing protein	PMEA_00016333	Pocillopora meandrina	373						
CAH3115771.1	A0AAU9WFS9	unreviewed	A0AAU9WFS9_9CNID	Uncharacterized protein	PMEA_00006742	Pocillopora meandrina	1827	membrane [GO:0016020]	proteolysis [GO:0006508]	GO:0004222; GO:0006508; GO:0016020; GO:0046872	metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]	membrane [GO:0016020]; metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; proteolysis [GO:0006508]	
RMX57724.1	A0A3M6UW08	unreviewed	A0A3M6UW08_POCDA	K Homology domain-containing protein	pdam_00004940	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	523			GO:0003723	RNA binding [GO:0003723]	RNA binding [GO:0003723]	
RMX57722.1	A0A3M6UVM5	unreviewed	A0A3M6UVM5_POCDA	Uncharacterized protein	pdam_00004946	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	1747	nuclear RNA-directed RNA polymerase complex [GO:0031380]	regulatory ncRNA-mediated heterochromatin formation [GO:0031048]	GO:0004386; GO:0031048; GO:0031380	helicase activity [GO:0004386]	nuclear RNA-directed RNA polymerase complex [GO:0031380]; helicase activity [GO:0004386]; regulatory ncRNA-mediated heterochromatin formation [GO:0031048]	
RMX48906.1	A0A3M6U5N6	unreviewed	A0A3M6U5N6_POCDA	Paired box protein Pax-3	pdam_00008348	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	686	nucleus [GO:0005634]		GO:0000978; GO:0000981; GO:0005634	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]	nucleus [GO:0005634]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]	
CAH3131505.1	A0AAU9WZH9	unreviewed	A0AAU9WZH9_9CNID	SWIM-type domain-containing protein	PMEA_00014839	Pocillopora meandrina	298		DNA repair [GO:0006281]	GO:0004519; GO:0004527; GO:0006281	endonuclease activity [GO:0004519]; exonuclease activity [GO:0004527]	endonuclease activity [GO:0004519]; exonuclease activity [GO:0004527]; DNA repair [GO:0006281]	
CAH3156199.1	A0AAU9XS03	unreviewed	A0AAU9XS03_9CNID	Serine/threonine-protein kinase 1 (EC 2.7.11.1)	PMEA_00029367	Pocillopora meandrina	505	cytoplasm [GO:0005737]; host cell cytoplasm [GO:0030430]		GO:0004674; GO:0005524; GO:0005737; GO:0030430	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	cytoplasm [GO:0005737]; host cell cytoplasm [GO:0030430]; ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	
CAH3043508.1	A0AAU9VZF7	unreviewed	A0AAU9VZF7_9CNID	TRADD-like N-terminal domain-containing protein	PMEA_00031585	Pocillopora meandrina	604			GO:0003677; GO:0016757	DNA binding [GO:0003677]; glycosyltransferase activity [GO:0016757]	DNA binding [GO:0003677]; glycosyltransferase activity [GO:0016757]	
CAH3132835.1	A0AAU9X140	unreviewed	A0AAU9X140_9CNID	Uncharacterized protein	PMEA_00015234	Pocillopora meandrina	183						
CAH3041284.1	A0AAU9VWN0	unreviewed	A0AAU9VWN0_9CNID	mRNA (guanine-N(7))-methyltransferase (EC 2.1.1.56)	PMEA_00029138	Pocillopora meandrina	533	nucleus [GO:0005634]		GO:0003723; GO:0004482; GO:0005634	mRNA 5'-cap (guanine-N7-)-methyltransferase activity [GO:0004482]; RNA binding [GO:0003723]	nucleus [GO:0005634]; mRNA 5'-cap (guanine-N7-)-methyltransferase activity [GO:0004482]; RNA binding [GO:0003723]	
CAB4014345.1	A0A6S7I6I0	unreviewed	A0A6S7I6I0_PARCT	Endonuclease/exonuclease/phosphatase domain-containing protein	PACLA_8A027287	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	743	extracellular matrix [GO:0031012]		GO:0003824; GO:0031012	catalytic activity [GO:0003824]	extracellular matrix [GO:0031012]; catalytic activity [GO:0003824]	
CAH3127470.1	A0AAU9WVG5	unreviewed	A0AAU9WVG5_9CNID	Uncharacterized protein	PMEA_00012572	Pocillopora meandrina	311						
KAJ8356820.1	A0A9Q1FEJ5	unreviewed	A0A9Q1FEJ5_SYNKA	Endonuclease/exonuclease/phosphatase domain-containing protein	SKAU_G00196140	Synaphobranchus kaupii (Kaup's arrowtooth eel)	289			GO:0003824	catalytic activity [GO:0003824]	catalytic activity [GO:0003824]	
CAB3985840.1	A0A7D9HIB6	unreviewed	A0A7D9HIB6_PARCT	Uncharacterized protein	PACLA_8A063810	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	854			GO:0003824	catalytic activity [GO:0003824]	catalytic activity [GO:0003824]	
CAH3124678.1	A0AAU9WT99	unreviewed	A0AAU9WT99_9CNID	C2H2-type domain-containing protein	PMEA_00011430	Pocillopora meandrina	797						
RMX58710.1	A0A3M6UYM3	unreviewed	A0A3M6UYM3_POCDA	Uncharacterized protein	pdam_00009527	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	655						
RMX56278.1	A0A3M6USH4	unreviewed	A0A3M6USH4_POCDA	Uncharacterized protein	pdam_00011432	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	101						
CAH3141570.1	A0AAU9X9R4	unreviewed	A0AAU9X9R4_9CNID	Uncharacterized protein	PMEA_00019807	Pocillopora meandrina	221	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]	
CAH3143212.1	A0AAU9XBJ7	unreviewed	A0AAU9XBJ7_9CNID	Uncharacterized protein	PMEA_00020493	Pocillopora meandrina	121						
CAH3041174.1	A0AAU9W1U8	unreviewed	A0AAU9W1U8_9CNID	Tyr recombinase domain-containing protein	PMEA_00029077	Pocillopora meandrina	388		DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003677; GO:0006310; GO:0015074	DNA binding [GO:0003677]	DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]	
RMX44937.1	A0A3M6TU40	unreviewed	A0A3M6TU40_POCDA	GT23 domain-containing protein	pdam_00017094	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	492						
CAH3112584.1	A0AAU9WCT4	unreviewed	A0AAU9WCT4_9CNID	G-protein coupled receptors family 1 profile domain-containing protein	PMEA_00004564	Pocillopora meandrina	302	plasma membrane [GO:0005886]		GO:0004930; GO:0005886	G protein-coupled receptor activity [GO:0004930]	plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]	
RMX39824.1	A0A3M6TF25	unreviewed	A0A3M6TF25_POCDA	alpha-mannosidase (EC 3.2.1.24)	pdam_00016808	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	1304	lysosome [GO:0005764]	mannose metabolic process [GO:0006013]	GO:0004559; GO:0005764; GO:0006013; GO:0030246; GO:0046872	alpha-mannosidase activity [GO:0004559]; carbohydrate binding [GO:0030246]; metal ion binding [GO:0046872]	lysosome [GO:0005764]; alpha-mannosidase activity [GO:0004559]; carbohydrate binding [GO:0030246]; metal ion binding [GO:0046872]; mannose metabolic process [GO:0006013]	
PFX28322.1	A0A2B4SIL5	unreviewed	A0A2B4SIL5_STYPI	Uncharacterized protein K02A2.6	K02A2.6 AWC38_SpisGene6918	Stylophora pistillata (Smooth cauliflower coral)	615						K02A2.6
CAH3119733.1	A0AAU9WN07	unreviewed	A0AAU9WN07_9CNID	UDP-glycosyltransferases domain-containing protein	PMEA_00008439	Pocillopora meandrina	939	membrane [GO:0016020]		GO:0008194; GO:0016020	UDP-glycosyltransferase activity [GO:0008194]	membrane [GO:0016020]; UDP-glycosyltransferase activity [GO:0008194]	
RMX39993.1	A0A3M6TF33	unreviewed	A0A3M6TF33_POCDA	Polycystic kidney disease protein 1-like 2	pdam_00017266	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	3418	cilium [GO:0005929]; plasma membrane [GO:0005886]	detection of mechanical stimulus [GO:0050982]	GO:0005262; GO:0005509; GO:0005886; GO:0005929; GO:0050982	calcium channel activity [GO:0005262]; calcium ion binding [GO:0005509]	cilium [GO:0005929]; plasma membrane [GO:0005886]; calcium channel activity [GO:0005262]; calcium ion binding [GO:0005509]; detection of mechanical stimulus [GO:0050982]	
CAH3126083.1	A0AAU9WUF9	unreviewed	A0AAU9WUF9_9CNID	Ras-related protein Rab-33	PMEA_00011914	Pocillopora meandrina	248			GO:0003924; GO:0005525	GTP binding [GO:0005525]; GTPase activity [GO:0003924]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]	
