"orthoID","mcap_gene","pacu_gene","pcom_gene"
"ortho1423","Montipora_capitata_HIv3___RNAseq.g35045.t1","Pocillopora_acuta_HIv2___RNAseq.g22680.t1","Porites_compressa_HIv1___TS.g26655.t1a"
"ortho1424","Montipora_capitata_HIv3___RNAseq.g14571.t1","Pocillopora_acuta_HIv2___RNAseq.g14114.t2b","Porites_compressa_HIv1___RNAseq.g1772.t1"
"ortho1425","Montipora_capitata_HIv3___RNAseq.g29884.t1","Pocillopora_acuta_HIv2___RNAseq.g25076.t1","Porites_compressa_HIv1___RNAseq.g6100.t1"
"ortho1426","Montipora_capitata_HIv3___RNAseq.g12096.t1","Pocillopora_acuta_HIv2___RNAseq.g26401.t1","Porites_compressa_HIv1___RNAseq.g10424.t1"
"ortho1427","Montipora_capitata_HIv3___RNAseq.g40845.t1","Pocillopora_acuta_HIv2___RNAseq.g8965.t1","Porites_compressa_HIv1___TS.g38891.t1"
"ortho1428","Montipora_capitata_HIv3___RNAseq.g34081.t1","Pocillopora_acuta_HIv2___RNAseq.g11567.t1","Porites_compressa_HIv1___TS.g1348.t2"
"ortho1429","Montipora_capitata_HIv3___RNAseq.g13009.t1","Pocillopora_acuta_HIv2___RNAseq.g25228.t1","Porites_compressa_HIv1___TS.g7424.t1"
"ortho1430","Montipora_capitata_HIv3___RNAseq.g38871.t1","Pocillopora_acuta_HIv2___RNAseq.g27084.t1a","Porites_compressa_HIv1___RNAseq.g9652.t1"
"ortho1431","Montipora_capitata_HIv3___RNAseq.g20761.t1","Pocillopora_acuta_HIv2___RNAseq.g11068.t1","Porites_compressa_HIv1___RNAseq.g15053.t1"
"ortho1432","Montipora_capitata_HIv3___TS.g19255.t2","Pocillopora_acuta_HIv2___RNAseq.g18653.t1","Porites_compressa_HIv1___RNAseq.g8712.t1"
"ortho1433","Montipora_capitata_HIv3___RNAseq.g33857.t1","Pocillopora_acuta_HIv2___RNAseq.g11415.t1","Porites_compressa_HIv1___RNAseq.g32523.t1"
"ortho1434","Montipora_capitata_HIv3___RNAseq.g35037.t1","Pocillopora_acuta_HIv2___RNAseq.g22690.t1","Porites_compressa_HIv1___RNAseq.g16670.t1"
"ortho1435","Montipora_capitata_HIv3___TS.g24196.t1a","Pocillopora_acuta_HIv2___RNAseq.g19563.t1","Porites_compressa_HIv1___RNAseq.g16395.t1"
"ortho1436","Montipora_capitata_HIv3___RNAseq.g19664.t1","Pocillopora_acuta_HIv2___RNAseq.g11253.t1","Porites_compressa_HIv1___RNAseq.g5134.t1"
"ortho1437","Montipora_capitata_HIv3___TS.g26801.t2","Pocillopora_acuta_HIv2___TS.g26638.t1","Porites_compressa_HIv1___RNAseq.g12856.t1"
"ortho1438","Montipora_capitata_HIv3___RNAseq.g50321.t2","Pocillopora_acuta_HIv2___RNAseq.g25759.t1","Porites_compressa_HIv1___RNAseq.g33736.t2"
"ortho1439","Montipora_capitata_HIv3___RNAseq.g46221.t1","Pocillopora_acuta_HIv2___RNAseq.g4970.t1","Porites_compressa_HIv1___TS.g9656.t1"
"ortho1440","Montipora_capitata_HIv3___RNAseq.18326_t","Pocillopora_acuta_HIv2___RNAseq.g24667.t1","Porites_compressa_HIv1___RNAseq.g23559.t1"
"ortho1441","Montipora_capitata_HIv3___RNAseq.g4947.t1","Pocillopora_acuta_HIv2___RNAseq.g1987.t1","Porites_compressa_HIv1___RNAseq.g34051.t1"
"ortho1442","Montipora_capitata_HIv3___TS.g32322.t2","Pocillopora_acuta_HIv2___RNAseq.19623_t","Porites_compressa_HIv1___RNAseq.g25002.t1"
"ortho1443","Montipora_capitata_HIv3___RNAseq.g9080.t1","Pocillopora_acuta_HIv2___RNAseq.g15875.t1","Porites_compressa_HIv1___RNAseq.g10523.t1"
"ortho1444","Montipora_capitata_HIv3___RNAseq.g7420.t1","Pocillopora_acuta_HIv2___RNAseq.g14465.t1","Porites_compressa_HIv1___TS.g3954.t1"
"ortho1445","Montipora_capitata_HIv3___RNAseq.g22910.t2","Pocillopora_acuta_HIv2___RNAseq.g10323.t1","Porites_compressa_HIv1___RNAseq.g21063.t1"
"ortho1446","Montipora_capitata_HIv3___RNAseq.g33682.t1","Pocillopora_acuta_HIv2___RNAseq.g18475.t1","Porites_compressa_HIv1___RNAseq.g32281.t1"
"ortho1447","Montipora_capitata_HIv3___RNAseq.g20136.t1","Pocillopora_acuta_HIv2___RNAseq.g28427.t1","Porites_compressa_HIv1___RNAseq.g14894.t1"
"ortho1448","Montipora_capitata_HIv3___TS.g20965.t1","Pocillopora_acuta_HIv2___RNAseq.g24655.t1","Porites_compressa_HIv1___RNAseq.g23498.t1"
"ortho1449","Montipora_capitata_HIv3___RNAseq.g24140.t1","Pocillopora_acuta_HIv2___RNAseq.g22373.t1","Porites_compressa_HIv1___RNAseq.g27955.t1"
"ortho1450","Montipora_capitata_HIv3___RNAseq.g46069.t1","Pocillopora_acuta_HIv2___TS.g6347.t1a","Porites_compressa_HIv1___RNAseq.g4794.t1"
"ortho1451","Montipora_capitata_HIv3___RNAseq.g34469.t1","Pocillopora_acuta_HIv2___RNAseq.g11731.t1","Porites_compressa_HIv1___RNAseq.g40561.t1"
"ortho1452","Montipora_capitata_HIv3___RNAseq.g12832.t1","Pocillopora_acuta_HIv2___RNAseq.g24666.t1","Porites_compressa_HIv1___RNAseq.g23560.t1"
"ortho1453","Montipora_capitata_HIv3___RNAseq.g15204.t1","Pocillopora_acuta_HIv2___RNAseq.g25352.t1","Porites_compressa_HIv1___RNAseq.g19951.t1"
"ortho1454","Montipora_capitata_HIv3___RNAseq.g35128.t1","Pocillopora_acuta_HIv2___TS.g31736.t1","Porites_compressa_HIv1___RNAseq.g24232.t1"
"ortho1455","Montipora_capitata_HIv3___RNAseq.g12694.t1","Pocillopora_acuta_HIv2___TS.g16138.t1","Porites_compressa_HIv1___RNAseq.g28587.t1"
"ortho1456","Montipora_capitata_HIv3___RNAseq.g45480.t1","Pocillopora_acuta_HIv2___TS.g4472.t2","Porites_compressa_HIv1___RNAseq.g33057.t1"
"ortho1457","Montipora_capitata_HIv3___RNAseq.g3373.t1","Pocillopora_acuta_HIv2___TS.g19794.t2","Porites_compressa_HIv1___RNAseq.21975_t"
"ortho1458","Montipora_capitata_HIv3___RNAseq.g33761.t1","Pocillopora_acuta_HIv2___RNAseq.g18416.t1","Porites_compressa_HIv1___RNAseq.g32602.t1"
"ortho1459","Montipora_capitata_HIv3___RNAseq.g29174.t1","Pocillopora_acuta_HIv2___RNAseq.g21243.t2","Porites_compressa_HIv1___RNAseq.g7181.t1"
"ortho1460","Montipora_capitata_HIv3___RNAseq.g3371.t1","Pocillopora_acuta_HIv2___TS.g19792.t3a","Porites_compressa_HIv1___TS.g31157.t1a"
"ortho1461","Montipora_capitata_HIv3___RNAseq.g6696.t1","Pocillopora_acuta_HIv2___RNAseq.g1852.t1","Porites_compressa_HIv1___RNAseq.g41054.t1"
"ortho1462","Montipora_capitata_HIv3___RNAseq.g35223.t1","Pocillopora_acuta_HIv2___TS.g22718.t1","Porites_compressa_HIv1___RNAseq.g20072.t1"
"ortho1463","Montipora_capitata_HIv3___TS.g47827.t2","Pocillopora_acuta_HIv2___RNAseq.g12621.t1","Porites_compressa_HIv1___RNAseq.g23257.t1"
"ortho1464","Montipora_capitata_HIv3___RNAseq.g37085.t1","Pocillopora_acuta_HIv2___TS.g22804.t1","Porites_compressa_HIv1___RNAseq.g8206.t1"
"ortho1465","Montipora_capitata_HIv3___RNAseq.g9014.t1","Pocillopora_acuta_HIv2___RNAseq.g15917.t1","Porites_compressa_HIv1___RNAseq.g10558.t1"
"ortho1466","Montipora_capitata_HIv3___TS.g42260.t1","Pocillopora_acuta_HIv2___RNAseq.g17193.t1","Porites_compressa_HIv1___RNAseq.g10812.t1"
"ortho1467","Montipora_capitata_HIv3___RNAseq.g39901.t1","Pocillopora_acuta_HIv2___RNAseq.g6173.t1","Porites_compressa_HIv1___RNAseq.g24907.t1"
"ortho1468","Montipora_capitata_HIv3___RNAseq.g20691.t1","Pocillopora_acuta_HIv2___TS.g29172.t1","Porites_compressa_HIv1___RNAseq.29216_t"
"ortho1469","Montipora_capitata_HIv3___RNAseq.g45287.t1","Pocillopora_acuta_HIv2___RNAseq.g462.t1","Porites_compressa_HIv1___RNAseq.g20669.t1"
"ortho1470","Montipora_capitata_HIv3___RNAseq.g21054.t1","Pocillopora_acuta_HIv2___TS.g28865.t1","Porites_compressa_HIv1___TS.g16294.t1"
"ortho1471","Montipora_capitata_HIv3___RNAseq.g8745.t1","Pocillopora_acuta_HIv2___RNAseq.g16105.t1","Porites_compressa_HIv1___TS.g24525.t2"
"ortho1472","Montipora_capitata_HIv3___RNAseq.g33481.t1","Pocillopora_acuta_HIv2___RNAseq.g11615.t1","Porites_compressa_HIv1___RNAseq.g32387.t1"
"ortho1473","Montipora_capitata_HIv3___RNAseq.g44903.t1","Pocillopora_acuta_HIv2___RNAseq.g15515.t1","Porites_compressa_HIv1___RNAseq.g31511.t1"
"ortho1474","Montipora_capitata_HIv3___RNAseq.g33483.t1","Pocillopora_acuta_HIv2___RNAseq.g11612.t1","Porites_compressa_HIv1___RNAseq.g32384.t1"
"ortho1475","Montipora_capitata_HIv3___RNAseq.g19910.t1","Pocillopora_acuta_HIv2___RNAseq.g26680.t1","Porites_compressa_HIv1___RNAseq.g21665.t1"
"ortho1476","Montipora_capitata_HIv3___TS.g44063.t1","Pocillopora_acuta_HIv2___RNAseq.g16872.t2","Porites_compressa_HIv1___RNAseq.g9791.t1"
"ortho1477","Montipora_capitata_HIv3___TS.g37049.t1","Pocillopora_acuta_HIv2___RNAseq.g21754.t2b","Porites_compressa_HIv1___TS.g8747.t3"
"ortho1478","Montipora_capitata_HIv3___RNAseq.37201_t","Pocillopora_acuta_HIv2___RNAseq.g21033.t1","Porites_compressa_HIv1___RNAseq.g17833.t1"
"ortho1479","Montipora_capitata_HIv3___RNAseq.g32223.t1","Pocillopora_acuta_HIv2___RNAseq.g30304.t2","Porites_compressa_HIv1___TS.g30520.t1"
"ortho1480","Montipora_capitata_HIv3___RNAseq.g6813.t1","Pocillopora_acuta_HIv2___RNAseq.g20739.t1","Porites_compressa_HIv1___RNAseq.g20289.t1"
"ortho1481","Montipora_capitata_HIv3___RNAseq.g40595.t1","Pocillopora_acuta_HIv2___RNAseq.g5801.t1","Porites_compressa_HIv1___RNAseq.g11262.t1"
"ortho1482","Montipora_capitata_HIv3___RNAseq.g43753.t1","Pocillopora_acuta_HIv2___RNAseq.g9764.t1","Porites_compressa_HIv1___TS.g27948.t1a"
"ortho1483","Montipora_capitata_HIv3___TS.g30996.t2","Pocillopora_acuta_HIv2___RNAseq.g20396.t1","Porites_compressa_HIv1___RNAseq.19752_t"
"ortho1484","Montipora_capitata_HIv3___RNAseq.g23570.t1","Pocillopora_acuta_HIv2___RNAseq.g24142.t1","Porites_compressa_HIv1___RNAseq.g14733.t1"
"ortho1485","Montipora_capitata_HIv3___RNAseq.g34687.t1","Pocillopora_acuta_HIv2___RNAseq.g11549.t1","Porites_compressa_HIv1___RNAseq.g8641.t1"
"ortho1486","Montipora_capitata_HIv3___RNAseq.g22800.t1","Pocillopora_acuta_HIv2___TS.g28459.t1","Porites_compressa_HIv1___RNAseq.g21138.t1"
"ortho1487","Montipora_capitata_HIv3___RNAseq.g37871.t1","Pocillopora_acuta_HIv2___RNAseq.g20374.t1a","Porites_compressa_HIv1___TS.g7489.t1"
"ortho1488","Montipora_capitata_HIv3___RNAseq.g33553.t2","Pocillopora_acuta_HIv2___TS.g20776.t1","Porites_compressa_HIv1___RNAseq.g32290.t1"
"ortho1489","Montipora_capitata_HIv3___RNAseq.g20139.t1","Pocillopora_acuta_HIv2___RNAseq.g28363.t1","Porites_compressa_HIv1___RNAseq.g14889.t1"
"ortho1490","Montipora_capitata_HIv3___RNAseq.g18072.t1","Pocillopora_acuta_HIv2___RNAseq.g27293.t1","Porites_compressa_HIv1___RNAseq.g4670.t1"
"ortho1491","Montipora_capitata_HIv3___RNAseq.g14849.t1","Pocillopora_acuta_HIv2___TS.g12344.t1","Porites_compressa_HIv1___RNAseq.g7508.t1"
"ortho1492","Montipora_capitata_HIv3___TS.g9687.t1","Pocillopora_acuta_HIv2___RNAseq.g30019.t1","Porites_compressa_HIv1___RNAseq.g16145.t1"
"ortho1493","Montipora_capitata_HIv3___RNAseq.g39050.t1","Pocillopora_acuta_HIv2___RNAseq.g20434.t1","Porites_compressa_HIv1___RNAseq.g24746.t1"
"ortho1494","Montipora_capitata_HIv3___TS.g28721.t1","Pocillopora_acuta_HIv2___TS.g1099.t2","Porites_compressa_HIv1___RNAseq.g20461.t1"
"ortho1495","Montipora_capitata_HIv3___TS.g432.t1","Pocillopora_acuta_HIv2___RNAseq.g7784.t1","Porites_compressa_HIv1___RNAseq.g37975.t1"
"ortho1496","Montipora_capitata_HIv3___RNAseq.g45319.t1","Pocillopora_acuta_HIv2___TS.g27802.t1b","Porites_compressa_HIv1___RNAseq.g22562.t1"
"ortho1497","Montipora_capitata_HIv3___RNAseq.g47267.t1","Pocillopora_acuta_HIv2___RNAseq.g5343.t1","Porites_compressa_HIv1___RNAseq.g33615.t1"
"ortho1498","Montipora_capitata_HIv3___RNAseq.g11700.t1","Pocillopora_acuta_HIv2___RNAseq.g16933.t1","Porites_compressa_HIv1___RNAseq.g10109.t1"
"ortho1499","Montipora_capitata_HIv3___RNAseq.g39783.t1","Pocillopora_acuta_HIv2___RNAseq.g6136.t1","Porites_compressa_HIv1___RNAseq.g8400.t1"
"ortho1500","Montipora_capitata_HIv3___RNAseq.g21280.t1","Pocillopora_acuta_HIv2___RNAseq.g10758.t1","Porites_compressa_HIv1___RNAseq.g40035.t1"
"ortho1501","Montipora_capitata_HIv3___TS.g41591.t1","Pocillopora_acuta_HIv2___TS.g26182.t1","Porites_compressa_HIv1___TS.g23132.t3"
"ortho1502","Montipora_capitata_HIv3___RNAseq.g2676.t1","Pocillopora_acuta_HIv2___RNAseq.g342.t1","Porites_compressa_HIv1___RNAseq.g15486.t1"
"ortho1503","Montipora_capitata_HIv3___RNAseq.g44229.t1","Pocillopora_acuta_HIv2___RNAseq.g12986.t2","Porites_compressa_HIv1___RNAseq.g26424.t1"
"ortho1504","Montipora_capitata_HIv3___RNAseq.g12008.t1","Pocillopora_acuta_HIv2___RNAseq.g17071.t1","Porites_compressa_HIv1___RNAseq.g10015.t1"
"ortho1505","Montipora_capitata_HIv3___TS.g40380.t1","Pocillopora_acuta_HIv2___RNAseq.g3527.t1","Porites_compressa_HIv1___RNAseq.g20852.t1"
"ortho1506","Montipora_capitata_HIv3___RNAseq.g11905.t1","Pocillopora_acuta_HIv2___RNAseq.g16875.t1","Porites_compressa_HIv1___RNAseq.g9717.t1"
"ortho1507","Montipora_capitata_HIv3___RNAseq.g885.t1","Pocillopora_acuta_HIv2___RNAseq.g134.t1b","Porites_compressa_HIv1___RNAseq.g31196.t1"
"ortho1508","Montipora_capitata_HIv3___TS.g41690.t1a","Pocillopora_acuta_HIv2___RNAseq.g16247.t1","Porites_compressa_HIv1___RNAseq.g19215.t1"
"ortho1509","Montipora_capitata_HIv3___TS.g41690.t1b","Pocillopora_acuta_HIv2___RNAseq.g16248.t1","Porites_compressa_HIv1___RNAseq.g19216.t1a"
"ortho1510","Montipora_capitata_HIv3___RNAseq.g15123.t1","Pocillopora_acuta_HIv2___RNAseq.g14040.t1","Porites_compressa_HIv1___RNAseq.g1686.t1"
"ortho1511","Montipora_capitata_HIv3___RNAseq.g27565.t1","Pocillopora_acuta_HIv2___RNAseq.g2392.t1","Porites_compressa_HIv1___RNAseq.g40742.t1"
"ortho1512","Montipora_capitata_HIv3___RNAseq.g44183.t1","Pocillopora_acuta_HIv2___TS.g20119.t1","Porites_compressa_HIv1___RNAseq.10585_t"
"ortho1513","Montipora_capitata_HIv3___RNAseq.g44181.t1","Pocillopora_acuta_HIv2___RNAseq.g14854.t1","Porites_compressa_HIv1___RNAseq.g26160.t1"
"ortho1514","Montipora_capitata_HIv3___TS.g49748.t1","Pocillopora_acuta_HIv2___RNAseq.g8381.t1","Porites_compressa_HIv1___TS.g602.t1"
"ortho1515","Montipora_capitata_HIv3___RNAseq.g15770.t1","Pocillopora_acuta_HIv2___RNAseq.g4442.t1","Porites_compressa_HIv1___RNAseq.g8903.t1"
"ortho1516","Montipora_capitata_HIv3___RNAseq.g46910.t1","Pocillopora_acuta_HIv2___TS.g6316.t1","Porites_compressa_HIv1___RNAseq.g18037.t1"
"ortho1517","Montipora_capitata_HIv3___RNAseq.g8853.t1","Pocillopora_acuta_HIv2___TS.g26330.t1","Porites_compressa_HIv1___RNAseq.g19149.t1"
"ortho1518","Montipora_capitata_HIv3___RNAseq.g36352.t1","Pocillopora_acuta_HIv2___TS.g24421.t1","Porites_compressa_HIv1___RNAseq.g17020.t1"
"ortho1519","Montipora_capitata_HIv3___RNAseq.g3286.t1a","Pocillopora_acuta_HIv2___RNAseq.g28849.t2","Porites_compressa_HIv1___RNAseq.g1259.t2"
"ortho1520","Montipora_capitata_HIv3___RNAseq.g25023.t1","Pocillopora_acuta_HIv2___RNAseq.g27457.t1","Porites_compressa_HIv1___RNAseq.g7354.t1"
"ortho1521","Montipora_capitata_HIv3___RNAseq.g8776.t1","Pocillopora_acuta_HIv2___RNAseq.g16080.t1","Porites_compressa_HIv1___RNAseq.g37037.t1"
"ortho1522","Montipora_capitata_HIv3___RNAseq.g37198.t1","Pocillopora_acuta_HIv2___RNAseq.24446_t","Porites_compressa_HIv1___RNAseq.g4269.t1"
"ortho1523","Montipora_capitata_HIv3___RNAseq.g24315.t1","Pocillopora_acuta_HIv2___RNAseq.g3748.t1","Porites_compressa_HIv1___RNAseq.g19302.t1"
"ortho1524","Montipora_capitata_HIv3___TS.g20722.t1","Pocillopora_acuta_HIv2___RNAseq.g24909.t1","Porites_compressa_HIv1___RNAseq.g7708.t1"
"ortho1525","Montipora_capitata_HIv3___RNAseq.37413_t","Pocillopora_acuta_HIv2___RNAseq.g5680.t1","Porites_compressa_HIv1___TS.g3094.t1a"
"ortho1526","Montipora_capitata_HIv3___RNAseq.g43907.t1","Pocillopora_acuta_HIv2___RNAseq.g7033.t1","Porites_compressa_HIv1___RNAseq.g26550.t2"
"ortho1527","Montipora_capitata_HIv3___RNAseq.g8803.t1","Pocillopora_acuta_HIv2___RNAseq.g16175.t1","Porites_compressa_HIv1___TS.g23102.t1a"
"ortho1528","Montipora_capitata_HIv3___RNAseq.g891.t1d","Pocillopora_acuta_HIv2___TS.g1487.t1c","Porites_compressa_HIv1___RNAseq.g31202.t1"
"ortho1529","Montipora_capitata_HIv3___RNAseq.g891.t1a","Pocillopora_acuta_HIv2___RNAseq.g128.t1","Porites_compressa_HIv1___RNAseq.30879_t"
"ortho1530","Montipora_capitata_HIv3___RNAseq.g34075.t1","Pocillopora_acuta_HIv2___RNAseq.g11862.t1","Porites_compressa_HIv1___RNAseq.g6469.t1"
"ortho1531","Montipora_capitata_HIv3___RNAseq.g45198.t1","Pocillopora_acuta_HIv2___TS.g28207.t1","Porites_compressa_HIv1___TS.g32172.t2"
"ortho1532","Montipora_capitata_HIv3___RNAseq.g29156.t1","Pocillopora_acuta_HIv2___RNAseq.g12075.t1","Porites_compressa_HIv1___RNAseq.g7142.t1"
"ortho1533","Montipora_capitata_HIv3___TS.g50805.t1","Pocillopora_acuta_HIv2___RNAseq.g24013.t1","Porites_compressa_HIv1___TS.g23712.t1"
"ortho1534","Montipora_capitata_HIv3___RNAseq.g35234.t1","Pocillopora_acuta_HIv2___RNAseq.g17477.t1","Porites_compressa_HIv1___RNAseq.g16796.t1"
"ortho1535","Montipora_capitata_HIv3___TS.g1507.t1","Pocillopora_acuta_HIv2___RNAseq.g5319.t1","Porites_compressa_HIv1___RNAseq.g33572.t1"
"ortho1536","Montipora_capitata_HIv3___RNAseq.g20178.t1","Pocillopora_acuta_HIv2___RNAseq.g28403.t2","Porites_compressa_HIv1___TS.g9231.t1a"
"ortho1537","Montipora_capitata_HIv3___TS.g36940.t1","Pocillopora_acuta_HIv2___RNAseq.g24149.t1","Porites_compressa_HIv1___RNAseq.g14241.t1"
"ortho1538","Montipora_capitata_HIv3___RNAseq.g13105.t1","Pocillopora_acuta_HIv2___RNAseq.g25319.t1","Porites_compressa_HIv1___RNAseq.g6181.t1"
"ortho1539","Montipora_capitata_HIv3___RNAseq.g22746.t1a","Pocillopora_acuta_HIv2___RNAseq.g10275.t1","Porites_compressa_HIv1___RNAseq.g21172.t1"
"ortho1540","Montipora_capitata_HIv3___RNAseq.g29603.t1","Pocillopora_acuta_HIv2___RNAseq.g4219.t1","Porites_compressa_HIv1___RNAseq.g6994.t2"
"ortho1541","Montipora_capitata_HIv3___RNAseq.g12166.t1","Pocillopora_acuta_HIv2___RNAseq.g29678.t1","Porites_compressa_HIv1___RNAseq.g9861.t1"
"ortho1542","Montipora_capitata_HIv3___RNAseq.g46451.t1","Pocillopora_acuta_HIv2___RNAseq.g5068.t1","Porites_compressa_HIv1___RNAseq.g29800.t1"
"ortho1543","Montipora_capitata_HIv3___RNAseq.g21182.t1","Pocillopora_acuta_HIv2___TS.g28937.t1","Porites_compressa_HIv1___RNAseq.g18256.t1"
"ortho1544","Montipora_capitata_HIv3___RNAseq.g46317.t1","Pocillopora_acuta_HIv2___RNAseq.g7813.t1","Porites_compressa_HIv1___TS.g32947.t1"
"ortho1545","Montipora_capitata_HIv3___RNAseq.g3496.t1","Pocillopora_acuta_HIv2___RNAseq.g28749.t1","Porites_compressa_HIv1___RNAseq.g28961.t1"
"ortho1546","Montipora_capitata_HIv3___RNAseq.g28026.t1","Pocillopora_acuta_HIv2___RNAseq.g9209.t1","Porites_compressa_HIv1___RNAseq.g39718.t1"
"ortho1547","Montipora_capitata_HIv3___RNAseq.g48023.t1","Pocillopora_acuta_HIv2___TS.g7719.t1b","Porites_compressa_HIv1___RNAseq.g36692.t1"
"ortho1548","Montipora_capitata_HIv3___TS.g14686.t2","Pocillopora_acuta_HIv2___RNAseq.g30813.t1","Porites_compressa_HIv1___RNAseq.g643.t1"
"ortho1549","Montipora_capitata_HIv3___RNAseq.g25170.t1","Pocillopora_acuta_HIv2___RNAseq.g27418.t1","Porites_compressa_HIv1___RNAseq.g30460.t1a"
"ortho1550","Montipora_capitata_HIv3___RNAseq.g26206.t2","Pocillopora_acuta_HIv2___RNAseq.g29990.t1b","Porites_compressa_HIv1___RNAseq.g16136.t1"
"ortho1551","Montipora_capitata_HIv3___RNAseq.g35428.t1","Pocillopora_acuta_HIv2___RNAseq.g22996.t1","Porites_compressa_HIv1___RNAseq.g3054.t1"
"ortho1552","Montipora_capitata_HIv3___RNAseq.g32155.t2","Pocillopora_acuta_HIv2___RNAseq.g30303.t2","Porites_compressa_HIv1___RNAseq.g384.t1"
"ortho1553","Montipora_capitata_HIv3___RNAseq.g11185.t1","Pocillopora_acuta_HIv2___RNAseq.g16781.t1","Porites_compressa_HIv1___RNAseq.g9820.t1"
"ortho1554","Montipora_capitata_HIv3___RNAseq.g825.t2","Pocillopora_acuta_HIv2___RNAseq.g156.t1","Porites_compressa_HIv1___TS.g10045.t1a"
"ortho1555","Montipora_capitata_HIv3___RNAseq.g14982.t1","Pocillopora_acuta_HIv2___RNAseq.g13582.t1","Porites_compressa_HIv1___RNAseq.g1363.t1"
"ortho1556","Montipora_capitata_HIv3___TS.g4059.t2","Pocillopora_acuta_HIv2___RNAseq.g25850.t1","Porites_compressa_HIv1___RNAseq.g33831.t1"
"ortho1557","Montipora_capitata_HIv3___RNAseq.g33068.t1","Pocillopora_acuta_HIv2___RNAseq.g19171.t1","Porites_compressa_HIv1___RNAseq.g36030.t1"
"ortho1558","Montipora_capitata_HIv3___RNAseq.g47383.t1","Pocillopora_acuta_HIv2___RNAseq.g17911.t1","Porites_compressa_HIv1___RNAseq.g30820.t1"
"ortho1559","Montipora_capitata_HIv3___RNAseq.g26788.t1","Pocillopora_acuta_HIv2___RNAseq.g30190.t1","Porites_compressa_HIv1___RNAseq.g22098.t1"
"ortho1560","Montipora_capitata_HIv3___RNAseq.g29040.t1","Pocillopora_acuta_HIv2___RNAseq.g12169.t1","Porites_compressa_HIv1___RNAseq.g6954.t1"
"ortho1561","Montipora_capitata_HIv3___RNAseq.g34503.t1","Pocillopora_acuta_HIv2___RNAseq.g11753.t1","Porites_compressa_HIv1___RNAseq.25930_t"
"ortho1562","Montipora_capitata_HIv3___RNAseq.g24435.t1","Pocillopora_acuta_HIv2___RNAseq.g9831.t1","Porites_compressa_HIv1___RNAseq.g3987.t1"
"ortho1563","Montipora_capitata_HIv3___RNAseq.g43123.t1","Pocillopora_acuta_HIv2___RNAseq.g8326.t2","Porites_compressa_HIv1___RNAseq.g29360.t2"
"ortho1564","Montipora_capitata_HIv3___TS.g48656.t1a","Pocillopora_acuta_HIv2___RNAseq.g12888.t1","Porites_compressa_HIv1___RNAseq.g8984.t1"
"ortho1565","Montipora_capitata_HIv3___RNAseq.g5739.t1a","Pocillopora_acuta_HIv2___RNAseq.g7260.t1a","Porites_compressa_HIv1___RNAseq.g12875.t1a"
"ortho1566","Montipora_capitata_HIv3___RNAseq.g37010.t1","Pocillopora_acuta_HIv2___RNAseq.g29294.t1","Porites_compressa_HIv1___RNAseq.g30209.t1"
"ortho1567","Montipora_capitata_HIv3___TS.g14890.t1","Pocillopora_acuta_HIv2___TS.g18713.t2b","Porites_compressa_HIv1___RNAseq.g761.t1"
"ortho1568","Montipora_capitata_HIv3___RNAseq.g39928.t1","Pocillopora_acuta_HIv2___RNAseq.g6171.t1","Porites_compressa_HIv1___TS.g33244.t1"
"ortho1569","Montipora_capitata_HIv3___RNAseq.g518.t1","Pocillopora_acuta_HIv2___TS.g25052.t1","Porites_compressa_HIv1___RNAseq.g24376.t1"
"ortho1570","Montipora_capitata_HIv3___RNAseq.g29268.t1","Pocillopora_acuta_HIv2___RNAseq.g12102.t1","Porites_compressa_HIv1___RNAseq.g19733.t2"
"ortho1571","Montipora_capitata_HIv3___RNAseq.g6787.t1","Pocillopora_acuta_HIv2___RNAseq.g2158.t1","Porites_compressa_HIv1___RNAseq.g20252.t1"
"ortho1572","Montipora_capitata_HIv3___RNAseq.g41191.t1","Pocillopora_acuta_HIv2___TS.g27680.t2","Porites_compressa_HIv1___RNAseq.g25652.t1"
"ortho1573","Montipora_capitata_HIv3___RNAseq.g8907.t1","Pocillopora_acuta_HIv2___TS.g26284.t1","Porites_compressa_HIv1___RNAseq.g19244.t1"
"ortho1574","Montipora_capitata_HIv3___RNAseq.g5148.t1","Pocillopora_acuta_HIv2___TS.g26917.t1","Porites_compressa_HIv1___TS.g22635.t1"
"ortho1575","Montipora_capitata_HIv3___RNAseq.g36467.t1","Pocillopora_acuta_HIv2___RNAseq.g23140.t1","Porites_compressa_HIv1___RNAseq.g16954.t1"
"ortho1576","Montipora_capitata_HIv3___RNAseq.g39330.t1","Pocillopora_acuta_HIv2___RNAseq.g29053.t1","Porites_compressa_HIv1___RNAseq.g25051.t1"
"ortho1577","Montipora_capitata_HIv3___RNAseq.g9605.t1","Pocillopora_acuta_HIv2___RNAseq.g29611.t1","Porites_compressa_HIv1___RNAseq.g11001.t1"
"ortho1578","Montipora_capitata_HIv3___RNAseq.g23187.t1","Pocillopora_acuta_HIv2___RNAseq.g21947.t1","Porites_compressa_HIv1___RNAseq.g14611.t1"
"ortho1579","Montipora_capitata_HIv3___RNAseq.g36825.t1","Pocillopora_acuta_HIv2___RNAseq.g23417.t1","Porites_compressa_HIv1___RNAseq.g2846.t1"
