From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (cellular component)	Gene Ontology (biological process)	Gene Ontology IDs	Gene Ontology (molecular function)	Gene Ontology (GO)	Gene Names (primary)
EDO33893.1	A7SQX5	unreviewed	A7SQX5_NEMVE	Endonuclease/exonuclease/phosphatase domain-containing protein	NEMVEDRAFT_v1g42303	Nematostella vectensis (Starlet sea anemone)	251			GO:0003824	catalytic activity [GO:0003824]	catalytic activity [GO:0003824]	
KAJ7323451.1	A0A9W9YBT3	unreviewed	A0A9W9YBT3_9CNID	EGF-like domain-containing protein	OS493_031651	Desmophyllum pertusum	175		Notch signaling pathway [GO:0007219]	GO:0005112; GO:0005509; GO:0007219	calcium ion binding [GO:0005509]; Notch binding [GO:0005112]	calcium ion binding [GO:0005509]; Notch binding [GO:0005112]; Notch signaling pathway [GO:0007219]	
CAB4003349.1	A0A7D9E725	unreviewed	A0A7D9E725_PARCT	Uncharacterized protein	PACLA_8A080615	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	151						
CAB3999452.1	A0A7D9E3V4	unreviewed	A0A7D9E3V4_PARCT	Uncharacterized protein	PACLA_8A025137	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	187		DNA integration [GO:0015074]	GO:0003676; GO:0015074	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	
KAK2568905.1	A0AAD9QWX8	unreviewed	A0AAD9QWX8_ACRCE	RNA-directed DNA polymerase from mobile element jockey	P5673_006971	Acropora cervicornis (Staghorn coral)	834	extracellular matrix [GO:0031012]		GO:0003964; GO:0031012	RNA-directed DNA polymerase activity [GO:0003964]	extracellular matrix [GO:0031012]; RNA-directed DNA polymerase activity [GO:0003964]	
KAK2547123.1	A0AAD9PQI3	unreviewed	A0AAD9PQI3_ACRCE	Uncharacterized protein	P5673_033088	Acropora cervicornis (Staghorn coral)	249	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]	
KAJ7394483.1	A0A9X0DD84	unreviewed	A0A9X0DD84_9CNID	Uncharacterized protein	OS493_000295	Desmophyllum pertusum	104						
CAH3156150.1	A0AAU9XTJ2	unreviewed	A0AAU9XTJ2_9CNID	Myb-like domain-containing protein	PMEA_00029450	Pocillopora meandrina	382						
CAB3993726.1	A0A6S7GV14	unreviewed	A0A6S7GV14_PARCT	Transposon Tf2-6 poly	PACLA_8A055103	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	674		DNA metabolic process [GO:0006259]	GO:0003676; GO:0006259	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]; DNA metabolic process [GO:0006259]	
RMX51432.1	A0A3M6UCP5	unreviewed	A0A3M6UCP5_POCDA	Uncharacterized protein	pdam_00012631	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	164						
RMX46990.1	A0A3M6TZZ8	unreviewed	A0A3M6TZZ8_POCDA	Peptidase aspartic putative domain-containing protein	pdam_00024443	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	915						
KAK2548160.1	A0AAD9PSC4	unreviewed	A0AAD9PSC4_ACRCE	52 kDa repressor of the inhibitor of the protein kinase	P5673_031687	Acropora cervicornis (Staghorn coral)	855						
KAJ7365140.1	A0A9W9YRZ1	unreviewed	A0A9W9YRZ1_9CNID	Splicing factor 3B subunit 3	SF3B3_1 OS493_007789	Desmophyllum pertusum	188	nucleus [GO:0005634]		GO:0003676; GO:0005634	nucleic acid binding [GO:0003676]	nucleus [GO:0005634]; nucleic acid binding [GO:0003676]	SF3B3_1
KAK2564550.1	A0AAD9QP46	unreviewed	A0AAD9QP46_ACRCE	Uncharacterized protein	P5673_012001	Acropora cervicornis (Staghorn coral)	217						
CAH3150591.1	A0AAU9XKT3	unreviewed	A0AAU9XKT3_9CNID	non-specific protein-tyrosine kinase (EC 2.7.10.2)	PMEA_00024862	Pocillopora meandrina	327			GO:0004713	protein tyrosine kinase activity [GO:0004713]	protein tyrosine kinase activity [GO:0004713]	
RMX46466.1	A0A3M6TYN2	unreviewed	A0A3M6TYN2_POCDA	DUF6589 domain-containing protein	pdam_00017832	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	1198						
PFX14763.1	A0A2B4RD79	unreviewed	A0A2B4RD79_STYPI	Uncharacterized protein K02A2.6	K02A2.6 AWC38_SpisGene21057	Stylophora pistillata (Smooth cauliflower coral)	305						K02A2.6
KAK2554029.1	A0AAD9UXW3	unreviewed	A0AAD9UXW3_ACRCE	Paired box protein 1-like protein	P5673_024365	Acropora cervicornis (Staghorn coral)	338		regulation of DNA-templated transcription [GO:0006355]	GO:0003677; GO:0006355	DNA binding [GO:0003677]	DNA binding [GO:0003677]; regulation of DNA-templated transcription [GO:0006355]	
KAK2561806.1	A0AAD9QI71	unreviewed	A0AAD9QI71_ACRCE	CCHC-type domain-containing protein	P5673_015192	Acropora cervicornis (Staghorn coral)	401			GO:0003676; GO:0008270	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	
KAK2559159.1	A0AAD9V2S4	unreviewed	A0AAD9V2S4_ACRCE	Death domain-containing protein	P5673_018291	Acropora cervicornis (Staghorn coral)	919		signal transduction [GO:0007165]	GO:0007165		signal transduction [GO:0007165]	
RMX52637.1	A0A3M6UG25	unreviewed	A0A3M6UG25_POCDA	DUF5641 domain-containing protein	pdam_00022923	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	83						
CAB3994729.1	A0A6S7GWY6	unreviewed	A0A6S7GWY6_PARCT	Uncharacterized protein	PACLA_8A036564	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	1148			GO:0004519	endonuclease activity [GO:0004519]	endonuclease activity [GO:0004519]	
CAH3165992.1	A0AAU9Y331	unreviewed	A0AAU9Y331_9CNID	Uncharacterized protein	PMEA_00004437	Pocillopora meandrina	497						
VDI51087.1	A0A8B6FLI6	unreviewed	A0A8B6FLI6_MYTGA	Integrase catalytic domain-containing protein	MGAL_10B093773	Mytilus galloprovincialis (Mediterranean mussel)	649		DNA integration [GO:0015074]	GO:0003676; GO:0015074	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	
KAJ7331204.1	A0A9W9YBH4	unreviewed	A0A9W9YBH4_9CNID	JmjC domain-containing protein	OS493_019985	Desmophyllum pertusum	475	membrane [GO:0016020]; nucleus [GO:0005634]		GO:0000987; GO:0005634; GO:0016020	cis-regulatory region sequence-specific DNA binding [GO:0000987]	membrane [GO:0016020]; nucleus [GO:0005634]; cis-regulatory region sequence-specific DNA binding [GO:0000987]	
KAK2555899.1	A0AAD9Q725	unreviewed	A0AAD9Q725_ACRCE	Uncharacterized protein	P5673_022159	Acropora cervicornis (Staghorn coral)	720						
KAK2559060.1	A0AAD9QDU7	unreviewed	A0AAD9QDU7_ACRCE	YqaJ viral recombinase domain-containing protein	P5673_018701	Acropora cervicornis (Staghorn coral)	400		DNA repair [GO:0006281]	GO:0006281		DNA repair [GO:0006281]	
KAJ7363525.1	A0A9W9YR51	unreviewed	A0A9W9YR51_9CNID	Pyruvate dehydrogenase E1 component subunit alpha (EC 1.2.4.1)	PDHA1 OS493_009680	Desmophyllum pertusum	393	intracellular membrane-bounded organelle [GO:0043231]	acetyl-CoA biosynthetic process from pyruvate [GO:0006086]	GO:0004739; GO:0006086; GO:0043231	pyruvate dehydrogenase (acetyl-transferring) activity [GO:0004739]	intracellular membrane-bounded organelle [GO:0043231]; pyruvate dehydrogenase (acetyl-transferring) activity [GO:0004739]; acetyl-CoA biosynthetic process from pyruvate [GO:0006086]	PDHA1
KAK2551658.1	A0AAD9UVN9	unreviewed	A0AAD9UVN9_ACRCE	Reverse transcriptase	P5673_027439	Acropora cervicornis (Staghorn coral)	326						
KAK2561956.1	A0AAD9QIH3	unreviewed	A0AAD9QIH3_ACRCE	P2X purinoreceptor 7 intracellular domain-containing protein	P5673_015383	Acropora cervicornis (Staghorn coral)	166						
KAK2549026.1	A0AAD9PTX4	unreviewed	A0AAD9PTX4_ACRCE	Uncharacterized protein	P5673_030655	Acropora cervicornis (Staghorn coral)	385						
RMX46480.1	A0A3M6TYK9	unreviewed	A0A3M6TYK9_POCDA	Uncharacterized protein	pdam_00017829	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	263						
CAB3991818.1	A0A6S7GIP9	unreviewed	A0A6S7GIP9_PARCT	Uncharacterized protein	PACLA_8A072031	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	1463						
RXN39082.1	A0A498P343	unreviewed	A0A498P343_LABRO	Retrovirus-related Pol poly from transposon TNT 1-94	ROHU_000529	Labeo rohita (Indian major carp) (Cyprinus rohita)	417		DNA integration [GO:0015074]	GO:0003676; GO:0015074	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	
CAB3989970.1	A0A6S7GZY8	unreviewed	A0A6S7GZY8_PARCT	Transposon Tf2-9 poly	PACLA_8A057791	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	1319		DNA integration [GO:0015074]	GO:0003676; GO:0003964; GO:0004519; GO:0008270; GO:0015074	endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]; zinc ion binding [GO:0008270]	endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]; zinc ion binding [GO:0008270]; DNA integration [GO:0015074]	
CAH3044851.1	A0AAU9W4H9	unreviewed	A0AAU9W4H9_9CNID	Uncharacterized protein	PMEA_00031433	Pocillopora meandrina	418						
KAK2562514.1	A0AAD9QJL0	unreviewed	A0AAD9QJL0_ACRCE	Uncharacterized protein	P5673_014181	Acropora cervicornis (Staghorn coral)	82						
KAK2557580.1	A0AAD9QAC9	unreviewed	A0AAD9QAC9_ACRCE	RNase H type-1 domain-containing protein	P5673_020341	Acropora cervicornis (Staghorn coral)	508	membrane [GO:0016020]		GO:0003677; GO:0004523; GO:0016020	DNA binding [GO:0003677]; RNA-DNA hybrid ribonuclease activity [GO:0004523]	membrane [GO:0016020]; DNA binding [GO:0003677]; RNA-DNA hybrid ribonuclease activity [GO:0004523]	
KAK2550335.1	A0AAD9PWF9	unreviewed	A0AAD9PWF9_ACRCE	Transposon Tf2-11 polyprotein	P5673_029035	Acropora cervicornis (Staghorn coral)	657		DNA integration [GO:0015074]	GO:0003676; GO:0015074	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	
KAJ7388149.1	A0A9W9ZY61	unreviewed	A0A9W9ZY61_9CNID	Myb-like domain-containing protein	OS493_039543	Desmophyllum pertusum	760						
KAK2549139.1	A0AAD9UT79	unreviewed	A0AAD9UT79_ACRCE	Uncharacterized protein	P5673_030514	Acropora cervicornis (Staghorn coral)	217						
KAK2565618.1	A0AAD9QQI8	unreviewed	A0AAD9QQI8_ACRCE	Putative nuclease HARBI1 (Harbinger transposase-derived nuclease)	P5673_010746	Acropora cervicornis (Staghorn coral)	463	cytoplasm [GO:0005737]; nucleus [GO:0005634]		GO:0004518; GO:0005634; GO:0005737; GO:0046872	metal ion binding [GO:0046872]; nuclease activity [GO:0004518]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; metal ion binding [GO:0046872]; nuclease activity [GO:0004518]	
PFX24080.1	A0A2B4S5K9	unreviewed	A0A2B4S5K9_STYPI	Transient receptor potential cation channel subfamily A member 1	AWC38_SpisGene11351	Stylophora pistillata (Smooth cauliflower coral)	443						
CAB4029238.1	A0A7D9L8N7	unreviewed	A0A7D9L8N7_PARCT	HMG domain-containing 3	PACLA_8A061273	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	1181						
KAK2568797.1	A0AAD9QWQ0	unreviewed	A0AAD9QWQ0_ACRCE	Uncharacterized protein	P5673_006823	Acropora cervicornis (Staghorn coral)	194						
KAJ7384049.1	A0A9W9ZN82	unreviewed	A0A9W9ZN82_9CNID	Zinc-ribbon domain-containing protein	OS493_024063	Desmophyllum pertusum	404						
PFX26607.1	A0A2B4SDH6	unreviewed	A0A2B4SDH6_STYPI	Putative RNA-directed DNA polymerase from transposon X-element	AWC38_SpisGene8742	Stylophora pistillata (Smooth cauliflower coral)	486			GO:0003964	RNA-directed DNA polymerase activity [GO:0003964]	RNA-directed DNA polymerase activity [GO:0003964]	
KAK2552956.1	A0AAD9Q1J1	unreviewed	A0AAD9Q1J1_ACRCE	Retrovirus-related Pol polyprotein from type-1 retrotransposable element R2	P5673_025657	Acropora cervicornis (Staghorn coral)	350						
KAK2551405.1	A0AAD9UVS5	unreviewed	A0AAD9UVS5_ACRCE	RNA-directed DNA polymerase from mobile element jockey	P5673_027807	Acropora cervicornis (Staghorn coral)	381			GO:0003964	RNA-directed DNA polymerase activity [GO:0003964]	RNA-directed DNA polymerase activity [GO:0003964]	
KAK2557855.1	A0AAD9V211	unreviewed	A0AAD9V211_ACRCE	HAT C-terminal dimerisation domain-containing protein	P5673_019830	Acropora cervicornis (Staghorn coral)	110						
CAB4021658.1	A0A6S7KMD1	unreviewed	A0A6S7KMD1_PARCT	RNA-directed DNA polymerase (EC 2.7.7.49)	PACLA_8A048062	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	821			GO:0003964; GO:0004519	endonuclease activity [GO:0004519]; RNA-directed DNA polymerase activity [GO:0003964]	endonuclease activity [GO:0004519]; RNA-directed DNA polymerase activity [GO:0003964]	
PFX23183.1	A0A2B4S2B2	unreviewed	A0A2B4S2B2_STYPI	THAP-type domain-containing protein	AWC38_SpisGene12253	Stylophora pistillata (Smooth cauliflower coral)	525			GO:0003677; GO:0008270	DNA binding [GO:0003677]; zinc ion binding [GO:0008270]	DNA binding [GO:0003677]; zinc ion binding [GO:0008270]	
KAJ7354896.1	A0A9X0CI80	unreviewed	A0A9X0CI80_9CNID	Protein kinase domain-containing protein	OS493_029455	Desmophyllum pertusum	109	plasma membrane [GO:0005886]; receptor complex [GO:0043235]	cell surface receptor protein tyrosine kinase signaling pathway [GO:0007169]	GO:0004714; GO:0005524; GO:0005886; GO:0007169; GO:0043235	ATP binding [GO:0005524]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]	plasma membrane [GO:0005886]; receptor complex [GO:0043235]; ATP binding [GO:0005524]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; cell surface receptor protein tyrosine kinase signaling pathway [GO:0007169]	
CAB4042940.1	A0A6S7KL51	unreviewed	A0A6S7KL51_PARCT	Uncharacterized protein	PACLA_8A078470	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	311						
PFX20367.1	A0A2B4RVL6	unreviewed	A0A2B4RVL6_STYPI	Transposon Ty3-I Gag-Pol polyprotein	TY3B-I AWC38_SpisGene15199	Stylophora pistillata (Smooth cauliflower coral)	1187	membrane [GO:0016020]	DNA integration [GO:0015074]	GO:0003676; GO:0003964; GO:0004519; GO:0015074; GO:0016020	endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]	membrane [GO:0016020]; endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]; DNA integration [GO:0015074]	TY3B-I
PFX13587.1	A0A2B4RB43	unreviewed	A0A2B4RB43_STYPI	Zinc finger PHD-type domain-containing protein	AWC38_SpisGene22317	Stylophora pistillata (Smooth cauliflower coral)	1668		DNA repair [GO:0006281]	GO:0003676; GO:0006281; GO:0008270	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]; DNA repair [GO:0006281]	
KAK2554862.1	A0AAD9Q4Z3	unreviewed	A0AAD9Q4Z3_ACRCE	Endonuclease/exonuclease/phosphatase domain-containing protein	P5673_023508	Acropora cervicornis (Staghorn coral)	596			GO:0003824	catalytic activity [GO:0003824]	catalytic activity [GO:0003824]	
KAK2547430.1	A0AAD9URT4	unreviewed	A0AAD9URT4_ACRCE	RNA-directed DNA polymerase from transposon BS	P5673_032557	Acropora cervicornis (Staghorn coral)	979	membrane [GO:0016020]		GO:0003964; GO:0016020	RNA-directed DNA polymerase activity [GO:0003964]	membrane [GO:0016020]; RNA-directed DNA polymerase activity [GO:0003964]	
PFX12579.1	A0A2B4R6Y7	unreviewed	A0A2B4R6Y7_STYPI	Uncharacterized protein	AWC38_SpisGene23441	Stylophora pistillata (Smooth cauliflower coral)	344						
KAJ7382581.1	A0A9W9ZJA8	unreviewed	A0A9W9ZJA8_9CNID	Acetyltransferase (GNAT)	NAT16_3 OS493_034217	Desmophyllum pertusum	487			GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]	acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]	NAT16_3
KAJ7332112.1	A0A9Q0XZQ0	unreviewed	A0A9Q0XZQ0_9SAUR	Uncharacterized protein	JRQ81_014292	Phrynocephalus forsythii	119						
RMX61354.1	A0A3M6V6R6	unreviewed	A0A3M6V6R6_POCDA	Mutator-like transposase domain-containing protein	pdam_00025801	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	550						
KAJ7389512.1	A0A9W9ZX64	unreviewed	A0A9W9ZX64_9CNID	HECT-type E3 ubiquitin transferase (EC 2.3.2.26)	OS493_030897	Desmophyllum pertusum	710	cytoplasm [GO:0005737]	protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511]	GO:0005737; GO:0006511; GO:0016567; GO:0061630	ubiquitin protein ligase activity [GO:0061630]	cytoplasm [GO:0005737]; ubiquitin protein ligase activity [GO:0061630]; protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511]	
PFX16589.1	A0A2B4RIF4	unreviewed	A0A2B4RIF4_STYPI	Retrovirus-related Pol polyprotein	POL AWC38_SpisGene19126	Stylophora pistillata (Smooth cauliflower coral)	600		DNA integration [GO:0015074]	GO:0003676; GO:0015074	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	POL
KAJ7333898.1	A0A9X0CF98	unreviewed	A0A9X0CF98_9CNID	RNA-binding protein 19	RBM19_3 OS493_015991	Desmophyllum pertusum	259			GO:0003723	RNA binding [GO:0003723]	RNA binding [GO:0003723]	RBM19_3
KAJ7378784.1	A0A9W9ZD30	unreviewed	A0A9W9ZD30_9CNID	PHD finger protein 10	PHF10 OS493_021371	Desmophyllum pertusum	558	npBAF complex [GO:0071564]	nervous system development [GO:0007399]	GO:0007399; GO:0008270; GO:0071564	zinc ion binding [GO:0008270]	npBAF complex [GO:0071564]; zinc ion binding [GO:0008270]; nervous system development [GO:0007399]	PHF10
KAK2550305.1	A0AAD9PWD9	unreviewed	A0AAD9PWD9_ACRCE	SWIM-type domain-containing protein	P5673_028995	Acropora cervicornis (Staghorn coral)	965						
KAK2555260.1	A0AAD9UZG3	unreviewed	A0AAD9UZG3_ACRCE	C-CAP/cofactor C-like domain-containing protein	P5673_023244	Acropora cervicornis (Staghorn coral)	576						
CAB4007284.1	A0A7D9EFG9	unreviewed	A0A7D9EFG9_PARCT	PREDICTED: uncharacterized protein LOC107340613	PACLA_8A021485	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	1068			GO:0003676; GO:0008270	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	
KAK2554085.1	A0AAD9Q3H4	unreviewed	A0AAD9Q3H4_ACRCE	Transposase	P5673_024431	Acropora cervicornis (Staghorn coral)	812						
CAC5419124.1	A0A6J8EEK7	unreviewed	A0A6J8EEK7_MYTCO	CCHC-type domain-containing protein	MCOR_51510	Mytilus coruscus (Sea mussel)	156			GO:0003676; GO:0008270	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	
PFX26207.1	A0A2B4SCA1	unreviewed	A0A2B4SCA1_STYPI	Coiled-coil domain-containing protein 180	CCDC180 AWC38_SpisGene9125	Stylophora pistillata (Smooth cauliflower coral)	1848			GO:0003676	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]	CCDC180
KAJ7388215.1	A0A9X0D643	unreviewed	A0A9X0D643_9CNID	SAM domain-containing protein	OS493_039181	Desmophyllum pertusum	365						
PFX33171.1	A0A2B4STE2	unreviewed	A0A2B4STE2_STYPI	PiggyBac transposable element-derived protein 1	PGBD1 AWC38_SpisGene1981	Stylophora pistillata (Smooth cauliflower coral)	898		DNA integration [GO:0015074]	GO:0003676; GO:0015074	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	PGBD1
KAJ7385535.1	A0A9W9ZQA9	unreviewed	A0A9W9ZQA9_9CNID	ATP synthase subunit e, mitochondrial	ATP5I OS493_015107	Desmophyllum pertusum	66	mitochondrial inner membrane [GO:0005743]; proton-transporting ATP synthase complex, coupling factor F(o) [GO:0045263]	proton motive force-driven ATP synthesis [GO:0015986]	GO:0005743; GO:0015078; GO:0015986; GO:0045263	proton transmembrane transporter activity [GO:0015078]	mitochondrial inner membrane [GO:0005743]; proton-transporting ATP synthase complex, coupling factor F(o) [GO:0045263]; proton transmembrane transporter activity [GO:0015078]; proton motive force-driven ATP synthesis [GO:0015986]	ATP5I
CAB4023315.1	A0A6S7IV88	unreviewed	A0A6S7IV88_PARCT	Uncharacterized protein	PACLA_8A039630	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	647						
KAK2549675.1	A0AAD9PV77	unreviewed	A0AAD9PV77_ACRCE	Pogo transposable element with KRAB domain	P5673_029797	Acropora cervicornis (Staghorn coral)	207			GO:0003676	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]	
CAB3992220.1	A0A6S7H780	unreviewed	A0A6S7H780_PARCT	non-specific protein-tyrosine kinase (EC 2.7.10.2)	PACLA_8A081754	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	144			GO:0004713	protein tyrosine kinase activity [GO:0004713]	protein tyrosine kinase activity [GO:0004713]	
KAK2547655.1	A0AAD9US11	unreviewed	A0AAD9US11_ACRCE	Uncharacterized protein	P5673_032312	Acropora cervicornis (Staghorn coral)	298						
KAK2561594.1	A0AAD9QI52	unreviewed	A0AAD9QI52_ACRCE	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 (Complex I-B12) (NADH-ubiquinone oxidoreductase B12 subunit)	P5673_015579	Acropora cervicornis (Staghorn coral)	67	mitochondrial inner membrane [GO:0005743]	electron transport chain [GO:0022900]; mitochondrial respiratory chain complex I assembly [GO:0032981]	GO:0005743; GO:0022900; GO:0032981		mitochondrial inner membrane [GO:0005743]; electron transport chain [GO:0022900]; mitochondrial respiratory chain complex I assembly [GO:0032981]	
GFO32930.1	A0AAV4CLN9	unreviewed	A0AAV4CLN9_9GAST	Uncharacterized protein	PoB_005943500	Plakobranchus ocellatus	203						
PFX21652.1	A0A2B4RZI3	unreviewed	A0A2B4RZI3_STYPI	RNA-directed DNA polymerase (EC 2.7.7.49)	TY3B-I AWC38_SpisGene13863	Stylophora pistillata (Smooth cauliflower coral)	1278		DNA integration [GO:0015074]	GO:0003676; GO:0003964; GO:0004519; GO:0015074	endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]	endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]; DNA integration [GO:0015074]	TY3B-I
RMX50306.1	A0A3M6U9P1	unreviewed	A0A3M6U9P1_POCDA	Ubiquitin-like protease family profile domain-containing protein	pdam_00022653	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	292		proteolysis [GO:0006508]	GO:0006508; GO:0008234	cysteine-type peptidase activity [GO:0008234]	cysteine-type peptidase activity [GO:0008234]; proteolysis [GO:0006508]	
KAJ7377250.1	A0A9X0CVM0	unreviewed	A0A9X0CVM0_9CNID	Uncharacterized protein	OS493_030061	Desmophyllum pertusum	387						
RMX52484.1	A0A3M6UG61	unreviewed	A0A3M6UG61_POCDA	Uncharacterized protein	pdam_00013776	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	215						
RMX55665.1	A0A3M6UPV9	unreviewed	A0A3M6UPV9_POCDA	Uncharacterized protein	pdam_00023664	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	186						
CAB3979156.1	A0A6S7FTP2	unreviewed	A0A6S7FTP2_PARCT	Uncharacterized protein	PACLA_8A033028	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	188						
KAK2566751.1	A0AAD9QTD3	unreviewed	A0AAD9QTD3_ACRCE	Gag-pol polyprotein	P5673_009427	Acropora cervicornis (Staghorn coral)	567						
RMX54991.1	A0A3M6UMZ0	unreviewed	A0A3M6UMZ0_POCDA	Reverse transcriptase domain-containing protein	pdam_00016172	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	287						
KAJ7358834.1	A0A9W9YMW7	unreviewed	A0A9W9YMW7_9CNID	Transposition, RNA-mediated	L1TD1_2 OS493_020669	Desmophyllum pertusum	418						L1TD1_2
KAJ7387855.1	A0A9X0D5Q6	unreviewed	A0A9X0D5Q6_9CNID	C2 domain-containing protein	OS493_001202	Desmophyllum pertusum	1089	plasma membrane [GO:0005886]	intracellular protein transmembrane transport [GO:0065002]; positive regulation of D-glucose transmembrane transport [GO:0010828]; positive regulation of protein targeting to membrane [GO:0090314]; positive regulation of vesicle fusion [GO:0031340]; protein localization to plasma membrane [GO:0072659]	GO:0005509; GO:0005544; GO:0005886; GO:0010828; GO:0031340; GO:0065002; GO:0072659; GO:0090314	calcium ion binding [GO:0005509]; calcium-dependent phospholipid binding [GO:0005544]	plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; calcium-dependent phospholipid binding [GO:0005544]; intracellular protein transmembrane transport [GO:0065002]; positive regulation of D-glucose transmembrane transport [GO:0010828]; positive regulation of protein targeting to membrane [GO:0090314]; positive regulation of vesicle fusion [GO:0031340]; protein localization to plasma membrane [GO:0072659]	
KAJ7371367.1	A0A9X0CPK7	unreviewed	A0A9X0CPK7_9CNID	Retrotransposon gag domain-containing protein	OS493_025829	Desmophyllum pertusum	538						
PFX16249.1	A0A2B4RHG7	unreviewed	A0A2B4RHG7_STYPI	CCHC-type domain-containing protein	AWC38_SpisGene19485	Stylophora pistillata (Smooth cauliflower coral)	492			GO:0003677; GO:0008270	DNA binding [GO:0003677]; zinc ion binding [GO:0008270]	DNA binding [GO:0003677]; zinc ion binding [GO:0008270]	
KAJ7359029.1	A0A9W9YN93	unreviewed	A0A9W9YN93_9CNID	Helitron helicase-like domain-containing protein	OS493_019936	Desmophyllum pertusum	333						
PFX27456.1	A0A2B4SDL3	unreviewed	A0A2B4SDL3_STYPI	Integrase catalytic domain-containing protein	AWC38_SpisGene7841	Stylophora pistillata (Smooth cauliflower coral)	453		DNA integration [GO:0015074]	GO:0003676; GO:0015074	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	
KAJ7391245.1	A0A9X0D903	unreviewed	A0A9X0D903_9CNID	Uncharacterized protein	OS493_019376	Desmophyllum pertusum	151						
PFX29163.1	A0A2B4SJ88	unreviewed	A0A2B4SJ88_STYPI	MULE transposase domain-containing protein	AWC38_SpisGene6069	Stylophora pistillata (Smooth cauliflower coral)	795						
