gene_id	length
MSTRG.18531	5535
MSTRG.18532	2238
MSTRG.18533	2334
MSTRG.18534	870
MSTRG.18535	2271
MSTRG.18536	1929
MSTRG.18537	3633
MSTRG.18538	684
MSTRG.18539	3570
MSTRG.1854	1506
MSTRG.18540	3810
MSTRG.18541	4212
MSTRG.18542	3660
MSTRG.18543	2892
MSTRG.18544	5151
MSTRG.18545	4251
MSTRG.18546	3786
MSTRG.18547	4269
MSTRG.18548	4008
MSTRG.18549	1305
MSTRG.1855	1494
MSTRG.18550	3015
MSTRG.18551	3711
MSTRG.18552	2832
MSTRG.18553	1818
MSTRG.18554	2403
MSTRG.18555	1629
MSTRG.18556	3921
MSTRG.18557	2550
MSTRG.18558	5790
MSTRG.18559	384
MSTRG.1856	1506
MSTRG.18560	789
MSTRG.18561	363
MSTRG.18562	2313
MSTRG.18563	2340
MSTRG.18564	1632
MSTRG.18565	669
MSTRG.18566	279
MSTRG.18567	591
MSTRG.18568	2556
MSTRG.18569	663
MSTRG.1857	1509
MSTRG.18570	228
MSTRG.18571	1071
MSTRG.18572	1155
MSTRG.18573	789
MSTRG.18574	1374
MSTRG.18575	216
MSTRG.18576	1359
MSTRG.18577	3075
MSTRG.18578	219
MSTRG.18579	222
MSTRG.1858	1506
MSTRG.18580	360
MSTRG.18581	990
MSTRG.18582	762
MSTRG.18583	1230
MSTRG.18584	174
MSTRG.18585	870
MSTRG.18586	2142
MSTRG.18587	1113
MSTRG.18588	981
MSTRG.18589	2064
MSTRG.1859	3606
MSTRG.18590	396
MSTRG.18591	597
MSTRG.18592	987
MSTRG.18593	765
MSTRG.18594	771
MSTRG.18595	729
MSTRG.18596	906
MSTRG.18597	648
MSTRG.18598	936
MSTRG.18599	906
MSTRG.186	333
MSTRG.1860	366
MSTRG.18600	927
MSTRG.18601	288
MSTRG.18602	1542
MSTRG.18603	1539
MSTRG.18604	1605
MSTRG.18605	390
MSTRG.18606	753
MSTRG.18607	636
MSTRG.18608	999
MSTRG.18609	783
MSTRG.1861	366
MSTRG.18610	1002
MSTRG.18611	1035
MSTRG.18612	954
MSTRG.18613	567
MSTRG.18614	234
MSTRG.18615	201
MSTRG.18616	1833
MSTRG.18617	2136
MSTRG.18618	2046
MSTRG.18619	1392
MSTRG.1862	1440
MSTRG.18620	381
MSTRG.18621	2910
MSTRG.18622	6996
MSTRG.18623	717
MSTRG.18624	7182
MSTRG.18625	438
MSTRG.18626	1128
MSTRG.18627	1209
MSTRG.18628	684
MSTRG.18629	2619
MSTRG.1863	906
MSTRG.18630	2556
MSTRG.18631	1422
MSTRG.18632	1266
MSTRG.18633	1365
MSTRG.18634	357
MSTRG.18635	876
MSTRG.18636	2853
MSTRG.18637	2586
MSTRG.18638	651
MSTRG.18639	1338
MSTRG.1864	771
MSTRG.18640	1914
MSTRG.18641	1167
MSTRG.18642	798
MSTRG.18643	288
MSTRG.18644	213
MSTRG.18645	1161
MSTRG.18646	729
MSTRG.18647	1035
MSTRG.18648	750
MSTRG.18649	996
MSTRG.1865	471
MSTRG.18650	1038
MSTRG.18651	858
MSTRG.18652	867
MSTRG.18653	1440
MSTRG.18654	1080
MSTRG.18655	2493
MSTRG.18656	1272
MSTRG.18657	543
MSTRG.18658	1224
MSTRG.18659	2190
MSTRG.1866	1245
MSTRG.18660	534
MSTRG.18661	414
MSTRG.18662	408
MSTRG.18663	519
MSTRG.18664	234
MSTRG.18665	1521
MSTRG.18666	1242
MSTRG.18667	939
MSTRG.18668	228
MSTRG.18669	639
MSTRG.1867	8286
MSTRG.18670	2397
MSTRG.18671	1548
MSTRG.18672	624
MSTRG.18673	16584
MSTRG.18674	354
MSTRG.18675	261
MSTRG.18676	231
MSTRG.18677	342
MSTRG.18678	456
MSTRG.18679	336
MSTRG.1868	2904
MSTRG.18680	246
MSTRG.18681	201
MSTRG.18682	1482
MSTRG.18683	1245
MSTRG.18684	201
MSTRG.18685	297
MSTRG.18686	2316
MSTRG.18687	435
MSTRG.18688	2112
MSTRG.18689	1011
MSTRG.1869	3123
MSTRG.18690	1068
MSTRG.18691	894
MSTRG.18692	6354
MSTRG.18693	597
MSTRG.18694	486
MSTRG.18695	210
MSTRG.18696	3318
MSTRG.18697	498
MSTRG.18698	1818
MSTRG.18699	843
MSTRG.187	1191
MSTRG.1870	1539
MSTRG.18700	813
MSTRG.18701	321
MSTRG.18702	1206
MSTRG.18703	801
MSTRG.18704	249
MSTRG.18705	8046
MSTRG.18706	642
MSTRG.18707	288
MSTRG.18708	2427
MSTRG.18709	969
MSTRG.1871	1920
MSTRG.18710	531
MSTRG.18711	3357
MSTRG.18712	1008
MSTRG.18713	1311
MSTRG.18714	1701
MSTRG.18715	1380
MSTRG.18716	678
MSTRG.18717	978
MSTRG.18718	783
MSTRG.18719	516
MSTRG.1872	900
MSTRG.18720	1251
MSTRG.18721	657
MSTRG.18722	4452
MSTRG.18723	5931
MSTRG.18724	3009
MSTRG.18725	255
MSTRG.18726	843
MSTRG.18727	786
MSTRG.18728	6540
MSTRG.18729	3135
MSTRG.1873	900
MSTRG.18730	240
MSTRG.18731	1725
MSTRG.18732	3999
MSTRG.18733	1056
MSTRG.18734	2514
MSTRG.18735	2133
MSTRG.18736	6873
MSTRG.18737	936
MSTRG.18738	1653
MSTRG.18739	1590
MSTRG.1874	801
MSTRG.18740	837
MSTRG.18741	1578
MSTRG.18742	942
MSTRG.18743	1365
MSTRG.18744	1833
MSTRG.18745	702
MSTRG.18746	1272
MSTRG.18747	2880
MSTRG.18748	1815
MSTRG.18749	1644
MSTRG.1875	207
MSTRG.18750	1257
MSTRG.18751	1755
MSTRG.18752	1593
MSTRG.18753	657
MSTRG.18754	1155
MSTRG.18755	1116
MSTRG.18756	660
MSTRG.18757	2124
MSTRG.18758	1404
MSTRG.18759	1401
MSTRG.1876	5196
MSTRG.18760	1152
MSTRG.18761	1020
MSTRG.18762	747
MSTRG.18763	1089
MSTRG.18764	489
MSTRG.18765	1656
MSTRG.18766	1311
MSTRG.18767	1749
MSTRG.18768	2688
MSTRG.18769	3405
MSTRG.1877	1023
MSTRG.18770	600
MSTRG.18771	2397
MSTRG.18772	933
MSTRG.18773	447
MSTRG.18774	1404
MSTRG.18775	1467
MSTRG.18776	3621
MSTRG.18777	2691
MSTRG.18778	627
MSTRG.18779	1062
MSTRG.1878	615
MSTRG.18780	240
MSTRG.18781	1950
MSTRG.18782	1077
MSTRG.18783	2091
MSTRG.18784	1488
MSTRG.18785	285
MSTRG.18786	213
MSTRG.18787	2055
MSTRG.18788	285
MSTRG.18789	375
MSTRG.1879	681
MSTRG.18790	807
MSTRG.18791	1095
MSTRG.18792	1152
MSTRG.18793	204
MSTRG.18794	1008
MSTRG.18795	642
MSTRG.18796	1524
MSTRG.18797	4920
MSTRG.18798	294
MSTRG.18799	1247
MSTRG.188	1191
MSTRG.1880	531
MSTRG.18800	261
MSTRG.18801	1673
MSTRG.18802	1212
MSTRG.18803	2115
MSTRG.18804	741
MSTRG.18805	1413
MSTRG.18806	3159
MSTRG.18807	786
MSTRG.18808	372
MSTRG.18809	2811
MSTRG.1881	3015
MSTRG.18810	930
MSTRG.18811	1230
MSTRG.18812	708
MSTRG.18813	1668
MSTRG.18814	312
MSTRG.18815	1335
MSTRG.18816	1149
MSTRG.18817	4629
MSTRG.18818	4800
MSTRG.18819	1449
MSTRG.1882	4614
MSTRG.18820	336
MSTRG.18821	588
MSTRG.18822	1416
MSTRG.18823	1182
MSTRG.18824	2625
MSTRG.18825	1077
MSTRG.18826	1986
MSTRG.18827	321
MSTRG.18828	3234
MSTRG.18829	774
MSTRG.1883	3804
MSTRG.18830	690
MSTRG.18831	960
MSTRG.18832	942
MSTRG.18833	9321
MSTRG.18834	2343
MSTRG.18835	2145
MSTRG.18836	3321
MSTRG.18837	1578
MSTRG.18838	1071
MSTRG.18839	372
MSTRG.1884	2637
MSTRG.18840	1437
MSTRG.18841	747
MSTRG.18842	5874
MSTRG.18843	315
MSTRG.18844	1833
MSTRG.18845	801
MSTRG.18846	1809
MSTRG.18847	1518
MSTRG.18848	1746
MSTRG.18849	1494
MSTRG.1885	789
MSTRG.18850	537
MSTRG.18851	504
MSTRG.18852	1200
MSTRG.18853	507
MSTRG.18854	1536
MSTRG.18855	1110
MSTRG.18856	1662
MSTRG.18857	966
MSTRG.18858	1677
MSTRG.18859	1131
MSTRG.1886	1161
MSTRG.18860	402
MSTRG.18861	5262
MSTRG.18862	2511
MSTRG.18863	5370
MSTRG.18864	1710
MSTRG.18865	1197
MSTRG.18866	414
MSTRG.18867	1746
MSTRG.18868	618
MSTRG.18869	6735
MSTRG.1887	1032
MSTRG.18870	258
MSTRG.18871	1638
MSTRG.18872	1662
MSTRG.18873	1068
MSTRG.18874	738
MSTRG.18875	1128
MSTRG.18876	2013
MSTRG.18877	2652
MSTRG.18878	1095
MSTRG.18879	15717
MSTRG.1888	3870
MSTRG.18880	3546
MSTRG.18881	3624
MSTRG.18882	1089
MSTRG.18883	2811
MSTRG.18884	2484
MSTRG.18885	2454
MSTRG.18886	1074
MSTRG.18887	2808
MSTRG.18888	1911
MSTRG.18889	1098
MSTRG.1889	2997
MSTRG.18890	483
MSTRG.18891	3273
MSTRG.18892	267
MSTRG.18893	4896
MSTRG.18894	2565
MSTRG.18895	1131
MSTRG.18896	1131
MSTRG.18897	456
MSTRG.18898	405
MSTRG.18899	4851
MSTRG.189	252
MSTRG.1890	2145
MSTRG.18900	4272
MSTRG.18901	1068
MSTRG.18902	543
MSTRG.18903	1398
MSTRG.18904	1281
MSTRG.18905	909
MSTRG.18906	1875
MSTRG.18907	1872
MSTRG.18908	1197
MSTRG.18909	2052
MSTRG.1891	1293
MSTRG.18910	294
MSTRG.18911	552
MSTRG.18912	252
MSTRG.18913	369
MSTRG.18914	207
MSTRG.18915	1635
MSTRG.18916	330
MSTRG.18917	786
MSTRG.18918	807
MSTRG.18919	360
MSTRG.1892	300
MSTRG.18920	1464
MSTRG.18921	1359
MSTRG.18922	1320
MSTRG.18923	786
MSTRG.18924	2481
MSTRG.18925	3234
MSTRG.18926	339
MSTRG.18927	3822
MSTRG.18928	285
MSTRG.18929	354
MSTRG.1893	309
MSTRG.18930	567
MSTRG.18931	591
MSTRG.18932	705
MSTRG.18933	438
MSTRG.18934	930
MSTRG.18935	255
MSTRG.18936	1647
MSTRG.18937	1164
MSTRG.18938	1419
MSTRG.18939	2196
MSTRG.1894	486
MSTRG.18940	3765
MSTRG.18941	690
MSTRG.18942	2211
MSTRG.18943	1404
MSTRG.18944	1368
MSTRG.18945	1365
MSTRG.18946	1365
MSTRG.18947	6636
MSTRG.18948	96
MSTRG.18949	1083
MSTRG.1895	939
MSTRG.18950	672
MSTRG.18951	771
MSTRG.18952	996
MSTRG.18953	342
MSTRG.18954	4005
MSTRG.18955	6924
MSTRG.18956	1446
MSTRG.18957	1524
MSTRG.18958	1065
MSTRG.18959	837
MSTRG.1896	498
MSTRG.18960	807
MSTRG.18961	2217
MSTRG.18962	3345
MSTRG.18963	1575
MSTRG.18964	921
MSTRG.18965	3735
MSTRG.18966	3978
MSTRG.18967	2025
MSTRG.18968	3123
MSTRG.18969	2445
MSTRG.1897	5220
MSTRG.18970	738
MSTRG.18971	915
MSTRG.18972	1482
MSTRG.18973	246
MSTRG.18974	3003
MSTRG.18975	5895
MSTRG.18976	552
MSTRG.18977	384
MSTRG.18978	1110
MSTRG.18979	225
MSTRG.1898	1707
MSTRG.18980	225
MSTRG.18981	666
MSTRG.18982	666
MSTRG.18983	894
MSTRG.18984	384
MSTRG.18985	948
MSTRG.18986	366
MSTRG.18987	459
MSTRG.18988	759
MSTRG.18989	1500
MSTRG.1899	1107
MSTRG.18990	2097
MSTRG.18991	2331
MSTRG.18992	1809
MSTRG.18993	2394
MSTRG.18994	1191
MSTRG.18995	1689
MSTRG.18996	438
MSTRG.18997	1428
MSTRG.18998	2448
MSTRG.18999	225
MSTRG.19	930
MSTRG.190	696
MSTRG.1900	252
MSTRG.19000	1362
MSTRG.19001	4896
MSTRG.19002	2583
MSTRG.19003	1962
MSTRG.19004	3759
MSTRG.19005	4221
MSTRG.19006	6780
MSTRG.19007	1287
MSTRG.19008	3420
MSTRG.19009	2667
MSTRG.1901	603
MSTRG.19010	1191
MSTRG.19011	4650
MSTRG.19012	294
MSTRG.19013	309
MSTRG.19014	4434
MSTRG.19015	819
MSTRG.19016	864
MSTRG.19017	417
MSTRG.19018	864
MSTRG.19019	2424
MSTRG.1902	471
MSTRG.19020	405
MSTRG.19021	738
MSTRG.19022	3975
MSTRG.19023	345
MSTRG.19024	483
MSTRG.19025	345
MSTRG.19026	864
MSTRG.19027	1356
MSTRG.19028	864
MSTRG.19029	2001
MSTRG.1903	717
MSTRG.19030	4644
MSTRG.19031	324
MSTRG.19032	210
MSTRG.19033	2079
MSTRG.19034	1056
MSTRG.19035	534
MSTRG.19036	564
MSTRG.19037	453
MSTRG.19038	3090
MSTRG.19039	1968
MSTRG.1904	1290
MSTRG.19040	480
MSTRG.19041	453
MSTRG.19042	1050
MSTRG.19043	3666
MSTRG.19044	4398
MSTRG.19045	684
MSTRG.19046	1374
MSTRG.19047	693
MSTRG.19048	906
MSTRG.19049	582
MSTRG.1905	951
MSTRG.19050	594
MSTRG.19051	1299
MSTRG.19052	1551
MSTRG.19053	1050
MSTRG.19054	1929
MSTRG.19055	561
MSTRG.19056	1518
MSTRG.19057	1461
MSTRG.19058	531
MSTRG.19059	2103
MSTRG.1906	396
MSTRG.19060	2871
MSTRG.19061	3900
MSTRG.19062	2061
MSTRG.19063	549
MSTRG.19064	3036
MSTRG.19065	1038
MSTRG.19066	2019
MSTRG.19067	1242
MSTRG.19068	225
MSTRG.19069	249
MSTRG.1907	657
MSTRG.19070	690
MSTRG.19071	1053
MSTRG.19072	1047
MSTRG.19073	882
MSTRG.19074	933
MSTRG.19075	1032
MSTRG.19076	1113
MSTRG.19077	513
MSTRG.19078	351
MSTRG.19079	1851
MSTRG.1908	747
MSTRG.19080	1107
MSTRG.19081	1608
MSTRG.19082	1488
MSTRG.19083	696
MSTRG.19084	756
MSTRG.19085	1971
MSTRG.19086	1242
MSTRG.19087	1068
MSTRG.19088	1038
MSTRG.19089	609
MSTRG.1909	624
MSTRG.19090	408
MSTRG.19091	525
MSTRG.19092	528
MSTRG.19093	585
MSTRG.19094	729
MSTRG.19095	597
MSTRG.19096	1056
MSTRG.19097	1581
MSTRG.19098	315
MSTRG.19099	1062
MSTRG.191	1950
MSTRG.1910	447
MSTRG.19100	3582
MSTRG.19101	1539
MSTRG.19102	1305
MSTRG.19103	531
MSTRG.19104	1572
MSTRG.19105	1572
MSTRG.19106	1008
MSTRG.19107	990
MSTRG.19108	831
MSTRG.19109	924
MSTRG.1911	522
MSTRG.19110	309
MSTRG.19111	1083
MSTRG.19112	993
MSTRG.19113	321
MSTRG.19114	1569
MSTRG.19115	1479
MSTRG.19116	6966
MSTRG.19117	4923
MSTRG.19118	1017
MSTRG.19119	675
MSTRG.1912	525
MSTRG.19120	1020
MSTRG.19121	3180
MSTRG.19122	4386
MSTRG.19123	879
MSTRG.19124	1182
MSTRG.19125	4383
MSTRG.19126	795
MSTRG.19127	672
MSTRG.19128	510
MSTRG.19129	675
MSTRG.1913	552
MSTRG.19130	345
MSTRG.19131	423
MSTRG.19132	960
MSTRG.19133	2130
MSTRG.19134	1680
MSTRG.19135	1245
MSTRG.19136	1380
MSTRG.19137	810
MSTRG.19138	4533
MSTRG.19139	963
MSTRG.1914	2538
MSTRG.19140	1728
MSTRG.19141	3966
MSTRG.19142	1401
MSTRG.19143	2664
MSTRG.19144	240
MSTRG.19145	1410
MSTRG.19146	2911
MSTRG.19147	432
MSTRG.19148	432
MSTRG.19149	1074
MSTRG.1915	681
MSTRG.19150	1752
MSTRG.19151	273
MSTRG.19152	2340
MSTRG.19153	525
MSTRG.19154	2652
MSTRG.19155	879
MSTRG.19156	1524
MSTRG.19157	984
MSTRG.19158	3060
MSTRG.19159	2214
MSTRG.1916	249
MSTRG.19160	477
MSTRG.19161	1800
MSTRG.19162	318
MSTRG.19163	981
MSTRG.19164	933
MSTRG.19165	252
MSTRG.19166	1332
MSTRG.19167	1236
MSTRG.19168	1647
MSTRG.19169	1005
MSTRG.1917	2103
MSTRG.19170	14109
MSTRG.19171	1119
MSTRG.19172	1101
MSTRG.19173	2949
MSTRG.19174	1149
MSTRG.19175	633
MSTRG.19176	1251
MSTRG.19177	3864
MSTRG.19178	1062
MSTRG.19179	1494
MSTRG.1918	2400
MSTRG.19180	1422
MSTRG.19181	315
MSTRG.19182	2808
MSTRG.19183	1200
MSTRG.19184	285
MSTRG.19185	732
MSTRG.19186	759
MSTRG.19187	942
MSTRG.19188	1593
MSTRG.19189	1500
MSTRG.1919	924
MSTRG.19190	735
MSTRG.19191	2034
MSTRG.19192	756
MSTRG.19193	231
MSTRG.19194	1281
MSTRG.19195	2367
MSTRG.19196	1284
MSTRG.19197	891
MSTRG.19198	288
MSTRG.19199	552
MSTRG.192	4074
MSTRG.1920	1689
MSTRG.19200	441
MSTRG.19201	393
MSTRG.19202	669
MSTRG.19203	768
MSTRG.19204	447
MSTRG.19205	1236
MSTRG.19206	399
MSTRG.19207	2148
MSTRG.19208	1635
MSTRG.19209	537
MSTRG.1921	540
MSTRG.19210	567
MSTRG.19211	648
MSTRG.19212	1197
MSTRG.19213	540
MSTRG.19214	969
MSTRG.19215	1494
MSTRG.19216	252
MSTRG.19217	636
MSTRG.19218	1512
MSTRG.19219	1356
MSTRG.1922	363
MSTRG.19220	1506
MSTRG.19221	1707
MSTRG.19222	1575
MSTRG.19223	387
MSTRG.19224	1434
MSTRG.19225	219
MSTRG.19226	3168
MSTRG.19227	1671
MSTRG.19228	1818
MSTRG.19229	1386
MSTRG.1923	4485
MSTRG.19230	870
MSTRG.19231	228
MSTRG.19232	243
MSTRG.19233	240
MSTRG.19234	765
MSTRG.19235	2052
MSTRG.19236	1686
MSTRG.19237	1344
MSTRG.19238	774
MSTRG.19239	990
MSTRG.1924	1158
MSTRG.19240	1344
MSTRG.19241	771
MSTRG.19242	549
MSTRG.19243	636
MSTRG.19244	558
MSTRG.19245	576
MSTRG.19246	387
MSTRG.19247	561
MSTRG.19248	6513
MSTRG.19249	3822
MSTRG.1925	1281
MSTRG.19250	1626
MSTRG.19251	654
MSTRG.19252	1164
MSTRG.19253	1566
MSTRG.19254	2304
MSTRG.19255	3432
MSTRG.19256	1182
MSTRG.19257	1281
MSTRG.19258	1596
MSTRG.19259	1269
MSTRG.1926	492
MSTRG.19260	1563
MSTRG.19261	1587
MSTRG.19262	1338
MSTRG.19263	480
MSTRG.19264	516
MSTRG.19265	507
MSTRG.19266	678
MSTRG.19267	2505
MSTRG.19268	1158
MSTRG.19269	15384
MSTRG.1927	324
MSTRG.19270	2925
MSTRG.19271	876
MSTRG.19272	795
MSTRG.19273	1161
MSTRG.19274	1251
MSTRG.19275	2880
MSTRG.19276	1011
MSTRG.19277	483
MSTRG.19278	801
MSTRG.19279	1212
MSTRG.1928	1005
MSTRG.19280	1059
MSTRG.19281	801
MSTRG.19282	1533
MSTRG.19283	3006
MSTRG.19284	531
MSTRG.19285	1344
MSTRG.19286	855
MSTRG.19287	519
MSTRG.19288	4416
MSTRG.19289	999
MSTRG.1929	876
MSTRG.19290	5094
MSTRG.19291	4434
MSTRG.19292	4497
MSTRG.19293	3483
MSTRG.19294	4464
MSTRG.19295	4431
MSTRG.19296	1029
MSTRG.19297	1275
MSTRG.19298	924
MSTRG.19299	1131
MSTRG.193	1101
MSTRG.1930	1002
MSTRG.19300	2619
MSTRG.19301	1980
MSTRG.19302	1197
MSTRG.19303	2097
MSTRG.19304	336
MSTRG.19305	1140
MSTRG.19306	1020
MSTRG.19307	600
MSTRG.19308	2436
MSTRG.19309	1272
MSTRG.1931	876
MSTRG.19310	558
MSTRG.19311	2718
MSTRG.19312	2352
MSTRG.19313	1569
MSTRG.19314	3624
MSTRG.19315	2724
MSTRG.19316	702
MSTRG.19317	1221
MSTRG.19318	384
MSTRG.19319	1848
MSTRG.1932	1002
MSTRG.19320	357
MSTRG.19321	2478
MSTRG.19322	828
MSTRG.19323	1626
MSTRG.19324	2328
MSTRG.19325	1188
MSTRG.19326	1383
MSTRG.19327	3741
MSTRG.19328	771
MSTRG.19329	783
MSTRG.1933	675
MSTRG.19330	1719
MSTRG.19331	288
MSTRG.19332	330
MSTRG.19333	2184
MSTRG.19334	9039
MSTRG.19335	2292
MSTRG.19336	705
MSTRG.19337	13230
MSTRG.19338	6732
MSTRG.19339	6753
MSTRG.1934	945
MSTRG.19340	13668
MSTRG.19341	489
MSTRG.19342	339
MSTRG.19343	492
MSTRG.19344	13290
MSTRG.19345	13584
MSTRG.19346	13452
MSTRG.19347	522
MSTRG.19348	13671
MSTRG.19349	648
MSTRG.1935	96
MSTRG.19350	1107
MSTRG.19351	1809
MSTRG.19352	1080
MSTRG.19353	429
MSTRG.19354	912
MSTRG.19355	1836
MSTRG.19356	4866
MSTRG.19357	1104
MSTRG.19358	693
MSTRG.19359	1251
MSTRG.1936	153
MSTRG.19360	1218
MSTRG.19361	1674
MSTRG.19362	1983
MSTRG.19363	1404
MSTRG.19364	252
MSTRG.19365	7206
MSTRG.19366	468
MSTRG.19367	6648
MSTRG.19368	519
MSTRG.19369	5370
MSTRG.1937	3747
MSTRG.19370	603
MSTRG.19371	7356
MSTRG.19372	1074
MSTRG.19373	2160
MSTRG.19374	1284
MSTRG.19375	2931
MSTRG.19376	405
MSTRG.19377	255
MSTRG.19378	924
MSTRG.19379	819
MSTRG.1938	276
MSTRG.19380	756
MSTRG.19381	735
MSTRG.19382	330
MSTRG.19383	330
MSTRG.19384	3495
MSTRG.19385	3198
MSTRG.19386	1038
MSTRG.19387	7788
MSTRG.19388	3162
MSTRG.19389	1107
MSTRG.1939	3696
MSTRG.19390	744
MSTRG.19391	8352
MSTRG.19392	744
MSTRG.19393	207
MSTRG.19394	2919
MSTRG.19395	1992
MSTRG.19396	1050
MSTRG.19397	1551
MSTRG.19398	6219
MSTRG.19399	2643
MSTRG.194	1377
MSTRG.1940	210
MSTRG.19400	2592
MSTRG.19401	1542
MSTRG.19402	1566
MSTRG.19403	1614
MSTRG.19404	1155
MSTRG.19405	537
MSTRG.19406	1014
MSTRG.19407	2514
MSTRG.19408	339
MSTRG.19409	2616
MSTRG.1941	1713
MSTRG.19410	2007
MSTRG.19411	2316
MSTRG.19412	2652
MSTRG.19413	1851
MSTRG.19414	1470
MSTRG.19415	708
MSTRG.19416	2253
MSTRG.19417	2400
MSTRG.19418	1851
MSTRG.19419	2034
MSTRG.1942	1254
MSTRG.19420	2691
MSTRG.19421	960
MSTRG.19422	1872
MSTRG.19423	2571
MSTRG.19424	4119
MSTRG.19425	975
MSTRG.19426	4167
MSTRG.19427	2265
MSTRG.19428	714
MSTRG.19429	4320
MSTRG.1943	1599
MSTRG.19430	789
MSTRG.19431	1626
MSTRG.19432	312
MSTRG.19433	3318
MSTRG.19434	984
MSTRG.19435	2850
MSTRG.19436	12993
MSTRG.19437	1551
MSTRG.19438	690
MSTRG.19439	684
MSTRG.1944	321
MSTRG.19440	1614
MSTRG.19441	2232
MSTRG.19442	885
MSTRG.19443	600
MSTRG.19444	2418
MSTRG.19445	600
MSTRG.19446	1446
MSTRG.19447	1281
MSTRG.19448	3918
MSTRG.19449	1530
MSTRG.1945	1017
MSTRG.19450	378
MSTRG.19451	2223
MSTRG.19452	1378
MSTRG.19453	1953
MSTRG.19454	1950
MSTRG.19455	1932
MSTRG.19456	1716
MSTRG.19457	1686
MSTRG.19458	1932
MSTRG.19459	1440
MSTRG.1946	1173
MSTRG.19460	1647
MSTRG.19461	1038
MSTRG.19462	999
MSTRG.19463	1449
MSTRG.19464	1173
MSTRG.19465	846
MSTRG.19466	1203
MSTRG.19467	1065
MSTRG.19468	1653
MSTRG.19469	1836
MSTRG.1947	1485
MSTRG.19470	10032
MSTRG.19471	3864
MSTRG.19472	906
MSTRG.19473	3027
MSTRG.19474	1203
MSTRG.19475	1923
MSTRG.19476	1164
MSTRG.19477	2148
MSTRG.19478	519
MSTRG.19479	984
MSTRG.1948	1578
MSTRG.19480	2199
MSTRG.19481	1278
MSTRG.19482	3792
MSTRG.19483	993
MSTRG.19484	1182
MSTRG.19485	870
MSTRG.19486	1380
MSTRG.19487	1050
MSTRG.19488	1212
MSTRG.19489	1245
MSTRG.1949	1623
MSTRG.19490	2760
MSTRG.19491	1353
MSTRG.19492	1938
MSTRG.19493	1341
MSTRG.19494	1311
MSTRG.19495	1278
MSTRG.19496	843
MSTRG.19497	1422
MSTRG.19498	861
MSTRG.19499	1677
MSTRG.195	429
MSTRG.1950	264
MSTRG.19500	3342
MSTRG.19501	1506
MSTRG.19502	1434
MSTRG.19503	708
MSTRG.19504	1554
MSTRG.19505	783
MSTRG.19506	828
MSTRG.19507	1158
MSTRG.19508	1137
MSTRG.19509	933
MSTRG.1951	237
MSTRG.19510	1137
MSTRG.19511	933
MSTRG.19512	933
MSTRG.19513	933
MSTRG.19514	948
MSTRG.19515	933
MSTRG.19516	504
MSTRG.19517	255
MSTRG.19518	3927
MSTRG.19519	1965
MSTRG.1952	1083
MSTRG.19520	3876
MSTRG.19521	1725
MSTRG.19522	2040
MSTRG.19523	264
MSTRG.19524	1818
MSTRG.19525	2163
MSTRG.19526	639
MSTRG.19527	534
MSTRG.19528	636
MSTRG.19529	1140
MSTRG.1953	474
MSTRG.19530	3708
MSTRG.19531	1356
MSTRG.19532	366
MSTRG.19533	1638
MSTRG.19534	1500
MSTRG.19535	816
MSTRG.19536	3684
MSTRG.19537	1764
MSTRG.19538	2601
MSTRG.19539	969
MSTRG.1954	495
MSTRG.19540	1149
MSTRG.19541	867
MSTRG.19542	1176
MSTRG.19543	3636
MSTRG.19544	975
MSTRG.19545	3069
MSTRG.19546	774
MSTRG.19547	2184
MSTRG.19548	3291
MSTRG.19549	1413
MSTRG.1955	264
MSTRG.19550	948
MSTRG.19551	444
MSTRG.19552	1089
MSTRG.19553	2142
MSTRG.19554	465
MSTRG.19555	2523
MSTRG.19556	933
MSTRG.19557	1752
MSTRG.19558	1755
MSTRG.19559	390
MSTRG.1956	522
MSTRG.19560	759
MSTRG.19561	3858
MSTRG.19562	3465
MSTRG.19563	2115
MSTRG.19564	2277
MSTRG.19565	645
MSTRG.19566	525
MSTRG.19567	1665
MSTRG.19568	594
MSTRG.19569	570
MSTRG.1957	1500
MSTRG.19570	1281
MSTRG.19571	783
MSTRG.19572	3780
MSTRG.19573	384
MSTRG.19574	420
MSTRG.19575	663
MSTRG.19576	5271
MSTRG.19577	837
MSTRG.19578	2751
MSTRG.19579	2658
MSTRG.1958	4833
MSTRG.19580	2310
MSTRG.19581	486
MSTRG.19582	2772
MSTRG.19583	1458
MSTRG.19584	1437
MSTRG.19585	1356
MSTRG.19586	1341
MSTRG.19587	1395
MSTRG.19588	1299
MSTRG.19589	2433
MSTRG.1959	192
MSTRG.19590	1062
MSTRG.19591	987
MSTRG.19592	1293
MSTRG.19593	1113
MSTRG.19594	312
MSTRG.19595	1503
MSTRG.19596	234
MSTRG.19597	2274
MSTRG.19598	3897
MSTRG.19599	663
MSTRG.196	7626
MSTRG.1960	924
MSTRG.19600	1731
MSTRG.19601	555
MSTRG.19602	318
MSTRG.19603	3435
MSTRG.19604	426
MSTRG.19605	7860
MSTRG.19606	2538
MSTRG.19607	219
MSTRG.19608	273
MSTRG.19609	219
MSTRG.1961	477
MSTRG.19610	1599
MSTRG.19611	399
MSTRG.19612	951
MSTRG.19613	1104
MSTRG.19614	1008
MSTRG.19615	2082
MSTRG.19616	1668
MSTRG.19617	3189
MSTRG.19618	354
